,index,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix
196,196,Wind and solar,13828813700.95988,SU60,0.03030,0.19115,0.15523,0.16558,Structures,0.13613,0.02675,0.04762,0.13613,0.02675,0.04762,Other Structures,0.03109,0.05277,0.04647,non-corporate,0.00423,0.00141,0.00221,0.06139,0.08307,0.07677,0.94900,0.93140,0.93639
197,197,Residential,1251223569158.91162,RES,0.01631,0.21061,0.18898,0.19502,Structures,0.25313,0.16107,0.17801,0.25313,0.16107,0.17801,Residential Buildings,0.03596,0.06122,0.05384,non-corporate,0.00910,0.00986,0.00958,0.05228,0.07753,0.07015,0.51917,0.42180,0.44689
198,198,Computers and Software,398439404774.10364,,0.41304,0.22256,0.30035,0.27528,Equipment,-0.54499,0.21574,0.09821,-0.10873,0.30556,0.24131,Computers and Software,0.02848,0.07395,0.05935,corporate,-0.00310,0.02260,0.01432,0.44152,0.48699,0.47239,0.96490,0.93769,0.94613
199,199,Industrial Machinery,754098089403.83569,,0.10569,0.20831,0.27679,0.25447,Equipment,-0.82610,0.13050,-0.01089,-0.31046,0.23008,0.14952,Industrial Machinery,0.02410,0.06670,0.05294,corporate,-0.00748,0.01535,0.00792,0.12979,0.17239,0.15863,0.94254,0.90124,0.91376
200,200,Instruments and Communications Equipment,847266959305.16626,,0.12485,0.21000,0.27966,0.25698,Equipment,-0.78749,0.14185,0.00367,-0.28276,0.24013,0.16177,Instruments and Communications Equipment,0.02462,0.06759,0.05372,corporate,-0.00696,0.01623,0.00869,0.14946,0.19243,0.17857,0.94312,0.90219,0.91460
201,201,Intellectual Property,1681853383295.78247,,0.17644,0.20038,0.26168,0.24205,Intellectual Property,-1.03192,0.06534,-0.08951,-0.45816,0.17238,0.08337,Intellectual Property,0.02165,0.06205,0.04912,corporate,-0.00992,0.01070,0.00410,0.19810,0.23850,0.22556,0.98173,0.95958,0.96560
204,204,Mining and Drilling Structures,2172847614881.23291,,0.05760,0.20316,0.26837,0.24703,Structures,-0.95472,0.09536,-0.05658,-0.40276,0.19897,0.11108,Mining and Drilling Structures,0.02251,0.06411,0.05065,corporate,-0.00907,0.01276,0.00563,0.08011,0.12171,0.10825,0.93511,0.89194,0.90476
205,205,Nonresidential Buildings,4551150305062.84180,,0.02561,0.23748,0.35065,0.31360,Structures,-0.33047,0.35146,0.24767,0.04522,0.42573,0.36705,Nonresidential Buildings,0.03307,0.08943,0.07114,corporate,0.00150,0.03807,0.02611,0.05868,0.11504,0.09675,0.47842,0.30199,0.34482
206,206,Office and Residential Equipment,213260346795.91928,,0.11933,0.20944,0.27867,0.25612,Equipment,-0.80012,0.13796,-0.00125,-0.29181,0.23669,0.15763,Office and Residential Equipment,0.02444,0.06728,0.05345,corporate,-0.00713,0.01592,0.00843,0.14377,0.18661,0.17278,0.94338,0.90260,0.91497
207,207,Other Equipment,337069776280.60559,,0.15074,0.21284,0.28458,0.26127,Equipment,-0.72624,0.16064,0.02754,-0.23880,0.25677,0.18185,Other Equipment,0.02549,0.06910,0.05504,corporate,-0.00609,0.01774,0.01001,0.17623,0.21984,0.20578,0.94254,0.90124,0.91376
208,208,Other Industrial Equipment,1055995584198.92261,,0.09750,0.21019,0.28168,0.25833,Equipment,-0.78327,0.14968,0.01133,-0.27973,0.24706,0.16821,Other Industrial Equipment,0.02467,0.06821,0.05413,corporate,-0.00690,0.01685,0.00911,0.12217,0.16571,0.15163,0.91735,0.86453,0.88000
209,209,Other Structures,1869521471202.14795,,0.02290,0.20414,0.27394,0.25092,Structures,-0.92891,0.11889,-0.03216,-0.38424,0.21980,0.13163,Other Structures,0.02281,0.06583,0.05185,corporate,-0.00876,0.01447,0.00683,0.04571,0.08872,0.07475,0.88498,0.81837,0.83731
210,210,Residential Buildings,333776430841.08838,,0.01631,0.22257,0.32693,0.29211,Structures,-0.54479,0.29381,0.17058,-0.10859,0.37469,0.30220,Residential Buildings,0.02848,0.08213,0.06453,corporate,-0.00309,0.03077,0.01950,0.04480,0.09844,0.08084,0.57872,0.39695,0.44411
211,211,Transportation Equipment,965295479648.01782,,0.14020,0.20913,0.27792,0.25554,Equipment,-0.80717,0.13500,-0.00464,-0.29688,0.23406,0.15478,Transportation Equipment,0.02435,0.06705,0.05327,corporate,-0.00723,0.01569,0.00825,0.16455,0.20725,0.19347,0.94564,0.90735,0.91890
212,212,Computers and Software,133772595225.89632,,0.41707,0.20777,0.17751,0.18626,Equipment,0.23807,0.11980,0.14309,0.23807,0.11980,0.14309,Computers and Software,0.03525,0.05835,0.05164,non-corporate,0.00839,0.00699,0.00739,0.45233,0.47542,0.46872,0.95668,0.94139,0.94575
213,213,Industrial Machinery,170693910596.16437,,0.10585,0.19752,0.16415,0.17376,Equipment,0.17826,0.06624,0.08780,0.17826,0.06624,0.08780,Industrial Machinery,0.03269,0.05500,0.04851,non-corporate,0.00583,0.00364,0.00426,0.13854,0.16086,0.15437,0.93085,0.90804,0.91445
214,214,Instruments and Communications Equipment,352265040694.83380,,0.13114,0.19913,0.16627,0.17573,Equipment,0.18824,0.07518,0.09702,0.18824,0.07518,0.09702,Instruments and Communications Equipment,0.03309,0.05553,0.04901,non-corporate,0.00623,0.00417,0.00475,0.16422,0.18667,0.18014,0.93150,0.90888,0.91524
215,215,Intellectual Property,387169616704.21753,,0.18561,0.19189,0.15588,0.16632,Intellectual Property,0.14124,0.02973,0.05137,0.14124,0.02973,0.05137,Intellectual Property,0.03128,0.05293,0.04665,non-corporate,0.00442,0.00157,0.00240,0.21688,0.23854,0.23226,0.97750,0.96731,0.97005
218,218,Mining and Drilling Structures,337164385118.76697,,0.06203,0.19371,0.15900,0.16899,Structures,0.15353,0.04385,0.06480,0.15353,0.04385,0.06480,Mining and Drilling Structures,0.03173,0.05371,0.04732,non-corporate,0.00487,0.00236,0.00307,0.09377,0.11575,0.10935,0.93237,0.91087,0.91688
219,219,Nonresidential Buildings,2863254694937.15771,,0.02432,0.21989,0.20076,0.20617,Structures,0.29849,0.19966,0.21855,0.29849,0.19966,0.21855,Nonresidential Buildings,0.03829,0.06417,0.05663,non-corporate,0.01143,0.01281,0.01238,0.06261,0.08849,0.08095,0.42135,0.32867,0.35174
220,220,Office and Residential Equipment,108443653204.08075,,0.12040,0.19822,0.16504,0.17460,Equipment,0.18263,0.07002,0.09174,0.18263,0.07002,0.09174,Office and Residential Equipment,0.03286,0.05522,0.04872,non-corporate,0.00600,0.00387,0.00447,0.15326,0.17563,0.16913,0.93265,0.91036,0.91663
221,221,Other Equipment,175872223719.39435,,0.15009,0.20060,0.16824,0.17757,Equipment,0.19720,0.08333,0.10539,0.19720,0.08333,0.10539,Other Equipment,0.03346,0.05603,0.04947,non-corporate,0.00660,0.00467,0.00521,0.18355,0.20612,0.19956,0.93085,0.90804,0.91445
222,222,Other Industrial Equipment,349865415801.07751,,0.12282,0.19845,0.16544,0.17495,Equipment,0.18408,0.07170,0.09336,0.18408,0.07170,0.09336,Other Industrial Equipment,0.03292,0.05532,0.04881,non-corporate,0.00606,0.00397,0.00456,0.15574,0.17815,0.17163,0.92694,0.90364,0.91015
223,223,Other Structures,598505528797.85229,,0.02518,0.19543,0.16255,0.17198,Structures,0.16490,0.05940,0.07935,0.16490,0.05940,0.07935,Other Structures,0.03216,0.05460,0.04807,non-corporate,0.00530,0.00324,0.00381,0.05735,0.07978,0.07325,0.86468,0.82923,0.83880
224,224,Residential Buildings,1251223569158.91162,,0.01631,0.21061,0.18898,0.19502,Structures,0.25313,0.16107,0.17801,0.25313,0.16107,0.17801,Residential Buildings,0.03596,0.06122,0.05384,non-corporate,0.00910,0.00986,0.00958,0.05228,0.07753,0.07015,0.51917,0.42180,0.44689
225,225,Transportation Equipment,319214520351.98218,,0.15422,0.19807,0.16465,0.17428,Equipment,0.18168,0.06837,0.09027,0.18168,0.06837,0.09027,Transportation Equipment,0.03282,0.05513,0.04864,non-corporate,0.00596,0.00377,0.00439,0.18705,0.20935,0.20287,0.94290,0.92371,0.92913
226,226,Equipment,4571425640406.57031,,0.14538,0.21086,0.28140,0.25844,Equipment,-0.76852,0.14862,0.01196,-0.26914,0.24612,0.16874,Equipment,0.02488,0.06812,0.05417,corporate,-0.00670,0.01677,0.00914,0.17026,0.21351,0.19955,0.93947,0.89747,0.91008
230,230,Structures,8927295821987.31055,,0.03248,0.22159,0.31367,0.28347,Structures,-0.56137,0.25692,0.13492,-0.12049,0.34202,0.27219,Structures,0.02818,0.07805,0.06187,corporate,-0.00340,0.02670,0.01684,0.06066,0.11053,0.09434,0.67847,0.55727,0.58795
231,231,Equipment,1610127359593.42920,,0.15633,0.19942,0.16661,0.17606,Equipment,0.19002,0.07659,0.09853,0.19002,0.07659,0.09853,Equipment,0.03316,0.05562,0.04909,non-corporate,0.00630,0.00426,0.00484,0.18949,0.21195,0.20542,0.93480,0.91330,0.91934
235,235,Structures,5050148178012.68848,,0.02496,0.21294,0.19052,0.19687,Structures,0.26510,0.16635,0.18504,0.26510,0.16635,0.18504,Structures,0.03655,0.06161,0.05430,non-corporate,0.00969,0.01025,0.01005,0.06150,0.08656,0.07926,0.53225,0.44994,0.47077
236,236,Overall,20307631130712.19531,,0.06162,0.22134,0.31270,0.28306,Overall,-0.56550,0.25405,0.13318,-0.12345,0.33948,0.27073,Overall,0.02811,0.07775,0.06174,corporate,-0.00347,0.02640,0.01672,0.08972,0.13937,0.12336,0.59105,0.52647,0.54330
237,237,Overall,17036588869287.80469,,0.02639,0.21509,0.19438,0.20034,Overall,0.27576,0.17922,0.19785,0.27576,0.17922,0.19785,Overall,0.03709,0.06257,0.05517,non-corporate,0.01023,0.01121,0.01092,0.06348,0.08896,0.08156,0.26834,0.24167,0.24848
