NAICS,All,Corp,Non-Corp
[[11]],0.23916587719697105,0.23750956938345802,0.23994796420723319
[[211]],0.31871456177154722,0.31871456177154717,0.31871456177154706
[[212]],0.29969248886100774,0.2996924888610078,0.29969248886100769
[[213]],0.31658057646117255,0.31658057646117249,0.31658057646117255
[[22]],0.16654398441610466,0.16654398441610468,0.16654398441610474
[[23]],0.34194669654200288,0.34194669654200255,0.34194669654200266
"[[31]
 [32]
 [33]]",0.3106232402167925,0.31076122752035695,0.30923407348494586
[[32411]],0.35987592487855519,0.35987592487855524,0.35987592487855546
[[336]],0.28368097245691759,0.28368097245691765,0.2836809724569177
[[3391]],0.25097937468355197,0.25097937468355186,0.25097937468355191
[[42]],0.28889334173884812,0.28889334173884823,0.28889334173884806
"[[44]
 [45]]",0.15823179642805185,0.15823179642805182,0.1582317964280518
"[[48]
 [49]]",0.29524563508519613,0.3027751412341973,0.28355070342055638
[[51]],0.33867742000165524,0.34618309584152285,0.29786430281266763
[[52]],0.24579338599888345,0.26090364310730546,0.15631231016626981
[[531]],0.091994150609283967,0.091994150609283926,0.091994150609284009
[[532]],0.43646714941588294,0.43646714941588255,0.43646714941588283
[[533]],0.43646714941588255,0.43646714941588249,0.43646714941588277
[[54]],0.34814169533704564,0.34749360531413132,0.34844160984160921
[[55]],0.22138878830273773,0.2213887883027377,0.22138878830273767
[[56]],0.31179580550824287,0.29025932044578978,0.33032454887004575
[[61]],0.091501536571533829,0.091501536571533842,0.091501536571533829
[[62]],0.15739362417693026,0.16881377440069226,0.15286252584063412
[[71]],0.24752117946412117,0.26072248143067533,0.24086421517359186
[[72]],0.17585341663446546,0.19258927268993245,0.16549840098130672
[[81]],0.13007814840469367,0.13007814840469364,0.1300781484046937
[[92]],0.0,0.0,0.0
