Codes:,depreciation,interest_paid,total_net_income,total_net_loss
42421,2878864025.35,1846266641.13,14846422000.0,2932294025.35
424210,2878864025.35,1846266641.13,14846422000.0,2932294025.35
4243,0.0,0.0,0.0,0.0
42431,0.0,0.0,0.0,0.0
424310,0.0,0.0,0.0,0.0
42432,0.0,0.0,0.0,0.0
424320,0.0,0.0,0.0,0.0
42433,0.0,0.0,0.0,0.0
424330,0.0,0.0,0.0,0.0
42434,0.0,0.0,0.0,0.0
424340,0.0,0.0,0.0,0.0
4244,0.0,0.0,0.0,0.0
42441,0.0,0.0,0.0,0.0
424410,0.0,0.0,0.0,0.0
42442,0.0,0.0,0.0,0.0
424420,0.0,0.0,0.0,0.0
42443,0.0,0.0,0.0,0.0
424430,0.0,0.0,0.0,0.0
42444,0.0,0.0,0.0,0.0
424440,0.0,0.0,0.0,0.0
42445,0.0,0.0,0.0,0.0
424450,0.0,0.0,0.0,0.0
42446,0.0,0.0,0.0,0.0
424460,0.0,0.0,0.0,0.0
42447,0.0,0.0,0.0,0.0
424470,0.0,0.0,0.0,0.0
42448,0.0,0.0,0.0,0.0
424480,0.0,0.0,0.0,0.0
42449,0.0,0.0,0.0,0.0
424490,0.0,0.0,0.0,0.0
4245,0.0,0.0,0.0,0.0
42451,0.0,0.0,0.0,0.0
424510,0.0,0.0,0.0,0.0
42452,0.0,0.0,0.0,0.0
424520,0.0,0.0,0.0,0.0
42459,0.0,0.0,0.0,0.0
424590,0.0,0.0,0.0,0.0
4246,0.0,0.0,0.0,0.0
42461,0.0,0.0,0.0,0.0
424610,0.0,0.0,0.0,0.0
42469,0.0,0.0,0.0,0.0
424690,0.0,0.0,0.0,0.0
4247,0.0,0.0,0.0,0.0
42471,0.0,0.0,0.0,0.0
424710,0.0,0.0,0.0,0.0
42472,0.0,0.0,0.0,0.0
424720,0.0,0.0,0.0,0.0
4248,0.0,0.0,0.0,0.0
42481,0.0,0.0,0.0,0.0
424810,0.0,0.0,0.0,0.0
42482,0.0,0.0,0.0,0.0
424820,0.0,0.0,0.0,0.0
4249,0.0,0.0,0.0,0.0
42491,0.0,0.0,0.0,0.0
424910,0.0,0.0,0.0,0.0
42492,0.0,0.0,0.0,0.0
424920,0.0,0.0,0.0,0.0
42493,0.0,0.0,0.0,0.0
424930,0.0,0.0,0.0,0.0
42494,0.0,0.0,0.0,0.0
424940,0.0,0.0,0.0,0.0
42495,0.0,0.0,0.0,0.0
424950,0.0,0.0,0.0,0.0
42499,0.0,0.0,0.0,0.0
424990,0.0,0.0,0.0,0.0
425,41523000.0514,46775001.3005,744022000.0,18409000.0514
4251,41523000.0514,46775001.3005,744022000.0,18409000.0514
42511,20761500.0257,23387500.6502,372011000.0,9204500.02571
425110,20761500.0257,23387500.6502,372011000.0,9204500.02571
42512,20761500.0257,23387500.6502,372011000.0,9204500.02571
425120,20761500.0257,23387500.6502,372011000.0,9204500.02571
44.45,4176546035.09,2856938035.09,15074676000.0,4760800035.09
441,584297124.0,645570124.0,3358753880.2,726867884.407
4411,194765708.0,215190041.333,1119584626.73,242289294.802
44111,97382853.9999,107595020.667,559792313.367,121144647.401
441110,97382853.9999,107595020.667,559792313.367,121144647.401
44112,97382853.9999,107595020.667,559792313.367,121144647.401
441120,97382853.9999,107595020.667,559792313.367,121144647.401
4412,194765708.0,215190041.333,1119584626.73,242289294.802
44121,97382853.9999,107595020.667,559792313.367,121144647.401
441210,97382853.9999,107595020.667,559792313.367,121144647.401
44122,97382853.9999,107595020.667,559792313.367,121144647.401
441222,48691427.0,53797510.3333,279896156.684,60572323.7006
441228,48691427.0,53797510.3333,279896156.684,60572323.7006
4413,194765708.0,215190041.333,1119584626.73,242289294.802
44131,97382853.9999,107595020.667,559792313.367,121144647.401
441310,97382853.9999,107595020.667,559792313.367,121144647.401
44132,97382853.9999,107595020.667,559792313.367,121144647.401
441320,97382853.9999,107595020.667,559792313.367,121144647.401
442,146205029.876,119872029.876,708973971.137,160657972.15
4421,73102514.9378,59936014.9378,354486985.569,80328986.075
44211,73102514.9378,59936014.9378,354486985.569,80328986.075
442110,73102514.9378,59936014.9378,354486985.569,80328986.075
4422,73102514.9378,59936014.9378,354486985.569,80328986.075
44221,36551257.4689,29968007.4689,177243492.784,40164493.0375
442210,36551257.4689,29968007.4689,177243492.784,40164493.0375
44229,36551257.4689,29968007.4689,177243492.784,40164493.0375
442291,18275628.7344,14984003.7344,88621746.3922,20082246.5187
442299,18275628.7344,14984003.7344,88621746.3922,20082246.5187
443,24707021.7903,19972021.7903,276534978.948,274373979.687
4431,24707021.7903,19972021.7903,276534978.948,274373979.687
44314,24707021.7903,19972021.7903,276534978.948,274373979.687
443141,12353510.8952,9986010.89517,138267489.474,137186989.844
443142,12353510.8952,9986010.89517,138267489.474,137186989.844
444,109759092.705,122991092.705,515978910.438,271637913.58
4441,109759092.705,122991092.705,515978910.438,271637913.58
44411,0.0,0.0,0.0,0.0
444110,0.0,0.0,0.0,0.0
44412,0.0,0.0,0.0,0.0
444120,0.0,0.0,0.0,0.0
44413,32756070.8848,36704976.7956,153986711.705,81066547.9547
444130,32756070.8848,36704976.7956,153986711.705,81066547.9547
44419,77003021.8202,86286115.9094,361992198.733,190571365.625
444190,77003021.8202,86286115.9094,361992198.733,190571365.625
4442,0.0,0.0,0.0,0.0
44421,0.0,0.0,0.0,0.0
444210,0.0,0.0,0.0,0.0
44422,0.0,0.0,0.0,0.0
444220,0.0,0.0,0.0,0.0
445,1155485152.13,540423152.13,1982578853.03,665226858.184
4451,43027.1482288,20123.8994981,73825.885194,24771.2526467
44511,21513.5741144,10061.949749,36912.942597,12385.6263233
445110,21513.5741144,10061.949749,36912.942597,12385.6263233
44512,21513.5741144,10061.949749,36912.942597,12385.6263233
445120,21513.5741144,10061.949749,36912.942597,12385.6263233
4452,43027.1482288,20123.8994981,73825.885194,24771.2526467
44521,10756.7870572,5030.97487452,18456.4712985,6192.81316166
445210,10756.7870572,5030.97487452,18456.4712985,6192.81316166
44522,10756.7870572,5030.97487452,18456.4712985,6192.81316166
445220,10756.7870572,5030.97487452,18456.4712985,6192.81316166
44523,10756.7870572,5030.97487452,18456.4712985,6192.81316166
445230,10756.7870572,5030.97487452,18456.4712985,6192.81316166
44529,10756.7870572,5030.97487452,18456.4712985,6192.81316166
445291,3585.59568573,1676.99162484,6152.1570995,2064.27105389
445292,3585.59568573,1676.99162484,6152.1570995,2064.27105389
445299,3585.59568573,1676.99162484,6152.1570995,2064.27105389
4453,1155399097.83,540382904.331,1982431201.26,665177315.679
44531,1155399097.83,540382904.331,1982431201.26,665177315.679
445310,1155399097.83,540382904.331,1982431201.26,665177315.679
446,211271096.198,58703096.1981,1253567907.06,374949910.324
4461,211271096.198,58703096.1981,1253567907.06,374949910.324
44611,52817774.0495,14675774.0495,313391976.766,93737477.581
446110,52817774.0495,14675774.0495,313391976.766,93737477.581
44612,52817774.0495,14675774.0495,313391976.766,93737477.581
446120,52817774.0495,14675774.0495,313391976.766,93737477.581
44613,52817774.0495,14675774.0495,313391976.766,93737477.581
446130,52817774.0495,14675774.0495,313391976.766,93737477.581
44619,52817774.0495,14675774.0495,313391976.766,93737477.581
446191,26408887.0248,7337887.02476,156695988.383,46868738.7905
446199,26408887.0248,7337887.02476,156695988.383,46868738.7905
447,796739039.49,400883039.49,1416149961.85,370580963.187
4471,796739039.49,400883039.49,1416149961.85,370580963.187
44711,398369519.745,200441519.745,708074980.924,185290481.594
447110,398369519.745,200441519.745,708074980.924,185290481.594
44719,398369519.745,200441519.745,708074980.924,185290481.594
447190,398369519.745,200441519.745,708074980.924,185290481.594
448,179420093.887,115135093.887,820333909.296,557022912.479
4481,59806697.9622,38378364.6289,273444636.432,185674304.16
44811,9967782.99371,6396394.10482,45574106.072,30945717.3599
448110,9967782.99371,6396394.10482,45574106.072,30945717.3599
44812,9967782.99371,6396394.10482,45574106.072,30945717.3599
448120,9967782.99371,6396394.10482,45574106.072,30945717.3599
44813,9967782.99371,6396394.10482,45574106.072,30945717.3599
448130,9967782.99371,6396394.10482,45574106.072,30945717.3599
44814,9967782.99371,6396394.10482,45574106.072,30945717.3599
448140,9967782.99371,6396394.10482,45574106.072,30945717.3599
44815,9967782.99371,6396394.10482,45574106.072,30945717.3599
448150,9967782.99371,6396394.10482,45574106.072,30945717.3599
44819,9967782.99371,6396394.10482,45574106.072,30945717.3599
448190,9967782.99371,6396394.10482,45574106.072,30945717.3599
4482,59806697.9622,38378364.6289,273444636.432,185674304.16
44821,59806697.9622,38378364.6289,273444636.432,185674304.16
448210,59806697.9622,38378364.6289,273444636.432,185674304.16
4483,59806697.9622,38378364.6289,273444636.432,185674304.16
44831,29903348.9811,19189182.3145,136722318.216,92837152.0798
448310,29903348.9811,19189182.3145,136722318.216,92837152.0798
44832,29903348.9811,19189182.3145,136722318.216,92837152.0798
448320,29903348.9811,19189182.3145,136722318.216,92837152.0798
451,172653030.628,154032030.628,451339970.41,339991971.449
4511,86326515.3139,77016015.3139,225669985.205,169995985.724
45111,21581628.8285,19254003.8285,56417496.3013,42498996.4311
451110,21581628.8285,19254003.8285,56417496.3013,42498996.4311
45112,21581628.8285,19254003.8285,56417496.3013,42498996.4311
451120,21581628.8285,19254003.8285,56417496.3013,42498996.4311
45113,21581628.8285,19254003.8285,56417496.3013,42498996.4311
451130,21581628.8285,19254003.8285,56417496.3013,42498996.4311
45114,21581628.8285,19254003.8285,56417496.3013,42498996.4311
451140,21581628.8285,19254003.8285,56417496.3013,42498996.4311
4512,86326515.3139,77016015.3139,225669985.205,169995985.724
45121,86326515.3139,77016015.3139,225669985.205,169995985.724
451211,43163257.657,38508007.657,112834992.603,84997992.8622
451212,43163257.657,38508007.657,112834992.603,84997992.8622
452,146049239.011,58908239.0115,652597769.091,8515777.19307
4521,73024619.5057,29454119.5057,326298884.545,4257888.59653
45211,73024619.5057,29454119.5057,326298884.545,4257888.59653
452111,36512309.7529,14727059.7529,163149442.273,2128944.29827
452112,36512309.7529,14727059.7529,163149442.273,2128944.29827
4529,73024619.5057,29454119.5057,326298884.545,4257888.59653
45291,36512309.7529,14727059.7529,163149442.273,2128944.29827
452910,36512309.7529,14727059.7529,163149442.273,2128944.29827
45299,36512309.7529,14727059.7529,163149442.273,2128944.29827
452990,36512309.7529,14727059.7529,163149442.273,2128944.29827
453,221010040.234,202164040.234,1083129961.13,412481962.494
4531,55252510.0584,50541010.0584,270782490.283,103120490.624
45311,55252510.0584,50541010.0584,270782490.283,103120490.624
453110,55252510.0584,50541010.0584,270782490.283,103120490.624
4532,55252510.0584,50541010.0584,270782490.283,103120490.624
45321,27626255.0292,25270505.0292,135391245.141,51560245.3118
453210,27626255.0292,25270505.0292,135391245.141,51560245.3118
45322,27626255.0292,25270505.0292,135391245.141,51560245.3118
453220,27626255.0292,25270505.0292,135391245.141,51560245.3118
4533,55252510.0584,50541010.0584,270782490.283,103120490.624
45331,55252510.0584,50541010.0584,270782490.283,103120490.624
453310,55252510.0584,50541010.0584,270782490.283,103120490.624
4539,55252510.0584,50541010.0584,270782490.283,103120490.624
45391,13813127.5146,12635252.5146,67695622.5706,25780122.6559
453910,13813127.5146,12635252.5146,67695622.5706,25780122.6559
45392,13813127.5146,12635252.5146,67695622.5706,25780122.6559
453920,13813127.5146,12635252.5146,67695622.5706,25780122.6559
45393,13813127.5146,12635252.5146,67695622.5706,25780122.6559
453930,13813127.5146,12635252.5146,67695622.5706,25780122.6559
45399,13813127.5146,12635252.5146,67695622.5706,25780122.6559
453991,6906563.7573,6317626.2573,33847811.2853,12890061.3279
453998,6906563.7573,6317626.2573,33847811.2853,12890061.3279
454,428950075.14,418284075.14,2554735927.41,598491929.954
4541,142983358.38,139428025.047,851578642.469,199497309.985
45411,142983358.38,139428025.047,851578642.469,199497309.985
454111,47661119.46,46476008.3489,283859547.49,66499103.3283
454112,47661119.46,46476008.3489,283859547.49,66499103.3283
454113,47661119.46,46476008.3489,283859547.49,66499103.3283
4542,142983358.38,139428025.047,851578642.469,199497309.985
45421,142983358.38,139428025.047,851578642.469,199497309.985
454210,142983358.38,139428025.047,851578642.469,199497309.985
4543,142983358.38,139428025.047,851578642.469,199497309.985
45431,71491679.19,69714012.5233,425789321.235,99748654.9924
454310,71491679.19,69714012.5233,425789321.235,99748654.9924
45439,71491679.19,69714012.5233,425789321.235,99748654.9924
454390,71491679.19,69714012.5233,425789321.235,99748654.9924
48.49,17999347016.5,5900560016.5,16614133000.0,9295409016.5
481,582043008.121,92581516.0116,280148500.0,768490016.012
4811,291021504.06,46290758.0058,140074250.0,384245008.006
48111,291021504.06,46290758.0058,140074250.0,384245008.006
481111,145510752.03,23145379.0029,70037125.0,192122504.003
481112,145510752.03,23145379.0029,70037125.0,192122504.003
4812,291021504.06,46290758.0058,140074250.0,384245008.006
48121,291021504.06,46290758.0058,140074250.0,384245008.006
481211,97007168.0202,15430252.6686,46691416.6667,128081669.335
481212,97007168.0202,15430252.6686,46691416.6667,128081669.335
481219,97007168.0202,15430252.6686,46691416.6667,128081669.335
482,582043000.0,92582000.0,280148500.0,768490500.0
4821,582043000.0,92582000.0,280148500.0,768490500.0
48211,582043000.0,92582000.0,280148500.0,768490500.0
482111,291021500.0,46291000.0,140074250.0,384245250.0
482112,291021500.0,46291000.0,140074250.0,384245250.0
483,591524000.0,470167000.0,840899000.0,613988000.0
4831,295762000.0,235083500.0,420449500.0,306994000.0
48311,295762000.0,235083500.0,420449500.0,306994000.0
483111,73940500.0,58770875.0,105112375.0,76748500.0
483112,73940500.0,58770875.0,105112375.0,76748500.0
483113,73940500.0,58770875.0,105112375.0,76748500.0
483114,73940500.0,58770875.0,105112375.0,76748500.0
4832,295762000.0,235083500.0,420449500.0,306994000.0
48321,295762000.0,235083500.0,420449500.0,306994000.0
483211,147881000.0,117541750.0,210224750.0,153497000.0
483212,147881000.0,117541750.0,210224750.0,153497000.0
484,1423298002.91,196899826.455,1535477000.0,741646826.455
4841,711649001.456,98449913.2273,767738500.0,370823413.227
48411,355824500.728,49224956.6137,383869250.0,185411706.614
484110,355824500.728,49224956.6137,383869250.0,185411706.614
48412,355824500.728,49224956.6137,383869250.0,185411706.614
484121,177912250.364,24612478.3068,191934625.0,92705853.3068
484122,177912250.364,24612478.3068,191934625.0,92705853.3068
4842,711649001.456,98449913.2273,767738500.0,370823413.227
48421,237216333.819,32816637.7424,255912833.333,123607804.409
484210,237216333.819,32816637.7424,255912833.333,123607804.409
48422,237216333.819,32816637.7424,255912833.333,123607804.409
484220,237216333.819,32816637.7424,255912833.333,123607804.409
48423,237216333.819,32816637.7424,255912833.333,123607804.409
484230,237216333.819,32816637.7424,255912833.333,123607804.409
485,170258000.428,65305974.4959,165582000.0,141298974.496
4851,28376333.4047,10884329.0826,27597000.0,23549829.0826
48511,28376333.4047,10884329.0826,27597000.0,23549829.0826
485111,7094083.35116,2721082.27066,6899250.0,5887457.27066
485112,7094083.35116,2721082.27066,6899250.0,5887457.27066
485113,7094083.35116,2721082.27066,6899250.0,5887457.27066
485119,7094083.35116,2721082.27066,6899250.0,5887457.27066
4852,28376333.4047,10884329.0826,27597000.0,23549829.0826
48521,28376333.4047,10884329.0826,27597000.0,23549829.0826
485210,28376333.4047,10884329.0826,27597000.0,23549829.0826
4853,28376333.4047,10884329.0826,27597000.0,23549829.0826
48531,14188166.7023,5442164.54132,13798500.0,11774914.5413
485310,14188166.7023,5442164.54132,13798500.0,11774914.5413
48532,14188166.7023,5442164.54132,13798500.0,11774914.5413
485320,14188166.7023,5442164.54132,13798500.0,11774914.5413
4854,28376333.4047,10884329.0826,27597000.0,23549829.0826
48541,28376333.4047,10884329.0826,27597000.0,23549829.0826
485410,28376333.4047,10884329.0826,27597000.0,23549829.0826
4855,28376333.4047,10884329.0826,27597000.0,23549829.0826
48551,28376333.4047,10884329.0826,27597000.0,23549829.0826
485510,28376333.4047,10884329.0826,27597000.0,23549829.0826
4859,28376333.4047,10884329.0826,27597000.0,23549829.0826
48599,28376333.4047,10884329.0826,27597000.0,23549829.0826
485991,14188166.7023,5442164.54132,13798500.0,11774914.5413
485999,14188166.7023,5442164.54132,13798500.0,11774914.5413
486,13638533001.3,4029807920.73,9732131000.0,4767918920.73
4861,4546177667.11,1343269306.91,3244043666.67,1589306306.91
48611,4546177667.11,1343269306.91,3244043666.67,1589306306.91
486110,4546177667.11,1343269306.91,3244043666.67,1589306306.91
4862,4546177667.11,1343269306.91,3244043666.67,1589306306.91
48621,4546177667.11,1343269306.91,3244043666.67,1589306306.91
486210,4546177667.11,1343269306.91,3244043666.67,1589306306.91
4869,4546177667.11,1343269306.91,3244043666.67,1589306306.91
48691,2273088833.56,671634653.455,1622021833.33,794653153.455
486910,2273088833.56,671634653.455,1622021833.33,794653153.455
48699,2273088833.56,671634653.455,1622021833.33,794653153.455
486990,2273088833.56,671634653.455,1622021833.33,794653153.455
487,18448003.0305,4185819.3872,45809000.0,-180.612797448
4871,6149334.34352,1395273.12907,15269666.6667,-60.2042658161
48711,6149334.34352,1395273.12907,15269666.6667,-60.2042658161
487110,6149334.34352,1395273.12907,15269666.6667,-60.2042658161
4872,6149334.34352,1395273.12907,15269666.6667,-60.2042658161
48721,6149334.34352,1395273.12907,15269666.6667,-60.2042658161
487210,6149334.34352,1395273.12907,15269666.6667,-60.2042658161
4879,6149334.34352,1395273.12907,15269666.6667,-60.2042658161
48799,6149334.34352,1395273.12907,15269666.6667,-60.2042658161
487990,6149334.34352,1395273.12907,15269666.6667,-60.2042658161
488,628372000.0,755616000.0,2278119000.0,1373938000.0
4881,104728666.667,125936000.0,379686500.0,228989666.667
48811,52364333.3333,62968000.0,189843250.0,114494833.333
488111,26182166.6667,31484000.0,94921625.0,57247416.6667
488119,26182166.6667,31484000.0,94921625.0,57247416.6667
48819,52364333.3333,62968000.0,189843250.0,114494833.333
488190,52364333.3333,62968000.0,189843250.0,114494833.333
4882,104728666.667,125936000.0,379686500.0,228989666.667
48821,104728666.667,125936000.0,379686500.0,228989666.667
488210,104728666.667,125936000.0,379686500.0,228989666.667
4883,104728666.667,125936000.0,379686500.0,228989666.667
48831,26182166.6667,31484000.0,94921625.0,57247416.6667
488310,26182166.6667,31484000.0,94921625.0,57247416.6667
48832,26182166.6667,31484000.0,94921625.0,57247416.6667
488320,26182166.6667,31484000.0,94921625.0,57247416.6667
48833,26182166.6667,31484000.0,94921625.0,57247416.6667
488330,26182166.6667,31484000.0,94921625.0,57247416.6667
48839,26182166.6667,31484000.0,94921625.0,57247416.6667
488390,26182166.6667,31484000.0,94921625.0,57247416.6667
4884,104728666.667,125936000.0,379686500.0,228989666.667
48841,52364333.3333,62968000.0,189843250.0,114494833.333
488410,52364333.3333,62968000.0,189843250.0,114494833.333
48849,52364333.3333,62968000.0,189843250.0,114494833.333
488490,52364333.3333,62968000.0,189843250.0,114494833.333
4885,104728666.667,125936000.0,379686500.0,228989666.667
48851,104728666.667,125936000.0,379686500.0,228989666.667
488510,104728666.667,125936000.0,379686500.0,228989666.667
4889,104728666.667,125936000.0,379686500.0,228989666.667
48899,104728666.667,125936000.0,379686500.0,228989666.667
488991,52364333.3333,62968000.0,189843250.0,114494833.333
488999,52364333.3333,62968000.0,189843250.0,114494833.333
491,0.0,0.0,0.0,0.0
4911,0.0,0.0,0.0,0.0
49111,0.0,0.0,0.0,0.0
491110,0.0,0.0,0.0,0.0
492,1170000.0,1100000.0,48533000.0,1578000.0
4921,585000.0,550000.0,24266500.0,789000.0
49211,585000.0,550000.0,24266500.0,789000.0
492110,585000.0,550000.0,24266500.0,789000.0
4922,585000.0,550000.0,24266500.0,789000.0
49221,585000.0,550000.0,24266500.0,789000.0
492210,585000.0,550000.0,24266500.0,789000.0
493,363658000.681,192313959.423,1407286000.0,118059959.423
4931,363658000.681,192313959.423,1407286000.0,118059959.423
49311,90914500.1702,48078489.8558,351821500.0,29514989.8558
493110,90914500.1702,48078489.8558,351821500.0,29514989.8558
49312,90914500.1702,48078489.8558,351821500.0,29514989.8558
493120,90914500.1702,48078489.8558,351821500.0,29514989.8558
49313,90914500.1702,48078489.8558,351821500.0,29514989.8558
493130,90914500.1702,48078489.8558,351821500.0,29514989.8558
49319,90914500.1702,48078489.8558,351821500.0,29514989.8558
493190,90914500.1702,48078489.8558,351821500.0,29514989.8558
51,21774165053.6,9591804053.57,64115284000.0,14222472053.6
511,258834570.602,382190011.818,2130168000.0,1032679232.43
5111,50929055.743,75200837.2414,419138156.706,203193020.432
51111,18209326.6498,26887531.8753,149859907.974,72650239.201
511110,18209326.6498,26887531.8753,149859907.974,72650239.201
51112,16455188.3593,24297405.9411,135423624.423,65651706.5892
511120,16455188.3593,24297405.9411,135423624.423,65651706.5892
51113,16264540.7339,24015899.425,133854624.309,64891074.6418
511130,16264540.7339,24015899.425,133854624.309,64891074.6418
51114,0.0,0.0,0.0,0.0
511140,0.0,0.0,0.0,0.0
51119,0.0,0.0,0.0,0.0
511191,0.0,0.0,0.0,0.0
511199,0.0,0.0,0.0,0.0
5112,207905514.859,306989174.576,1711029843.29,829486211.994
51121,207905514.859,306989174.576,1711029843.29,829486211.994
511210,207905514.859,306989174.576,1711029843.29,829486211.994
512,365147781.773,694805006.006,2727163000.0,2919792118.12
5121,182573890.886,347402503.003,1363581500.0,1459896059.06
51211,45643472.7216,86850625.7507,340895375.0,364974014.765
512110,45643472.7216,86850625.7507,340895375.0,364974014.765
51212,45643472.7216,86850625.7507,340895375.0,364974014.765
512120,45643472.7216,86850625.7507,340895375.0,364974014.765
51213,45643472.7216,86850625.7507,340895375.0,364974014.765
512131,22821736.3608,43425312.8754,170447687.5,182487007.383
512132,22821736.3608,43425312.8754,170447687.5,182487007.383
51219,45643472.7216,86850625.7507,340895375.0,364974014.765
512191,22821736.3608,43425312.8754,170447687.5,182487007.383
512199,22821736.3608,43425312.8754,170447687.5,182487007.383
5122,182573890.886,347402503.003,1363581500.0,1459896059.06
51221,36514778.1773,69480500.6006,272716300.0,291979211.812
512210,36514778.1773,69480500.6006,272716300.0,291979211.812
51222,36514778.1773,69480500.6006,272716300.0,291979211.812
512220,36514778.1773,69480500.6006,272716300.0,291979211.812
51223,36514778.1773,69480500.6006,272716300.0,291979211.812
512230,36514778.1773,69480500.6006,272716300.0,291979211.812
51224,36514778.1773,69480500.6006,272716300.0,291979211.812
512240,36514778.1773,69480500.6006,272716300.0,291979211.812
51229,36514778.1773,69480500.6006,272716300.0,291979211.812
512290,36514778.1773,69480500.6006,272716300.0,291979211.812
515,3518389841.88,2991965004.35,10537511000.0,2317799085.59
5151,1759194920.94,1495982502.18,5268755500.0,1158899542.79
51511,879597460.471,747991251.088,2634377750.0,579449771.397
515111,439798730.235,373995625.544,1317188875.0,289724885.698
515112,439798730.235,373995625.544,1317188875.0,289724885.698
51512,879597460.471,747991251.088,2634377750.0,579449771.397
515120,879597460.471,747991251.088,2634377750.0,579449771.397
5152,1759194920.94,1495982502.18,5268755500.0,1158899542.79
51521,1759194920.94,1495982502.18,5268755500.0,1158899542.79
515210,1759194920.94,1495982502.18,5268755500.0,1158899542.79
517,17119130049.5,4905540026.16,43175161000.0,6117079514.51
5171,4279782512.37,1226385006.54,10793790250.0,1529269878.63
51711,4279782512.37,1226385006.54,10793790250.0,1529269878.63
517110,4279782512.37,1226385006.54,10793790250.0,1529269878.63
5172,4279782512.37,1226385006.54,10793790250.0,1529269878.63
51721,4279782512.37,1226385006.54,10793790250.0,1529269878.63
517210,4279782512.37,1226385006.54,10793790250.0,1529269878.63
5174,4279782512.37,1226385006.54,10793790250.0,1529269878.63
51741,4279782512.37,1226385006.54,10793790250.0,1529269878.63
517410,4279782512.37,1226385006.54,10793790250.0,1529269878.63
5179,4279782512.37,1226385006.54,10793790250.0,1529269878.63
51791,4279782512.37,1226385006.54,10793790250.0,1529269878.63
517911,2139891256.18,613192503.27,5396895125.0,764634939.313
517919,2139891256.18,613192503.27,5396895125.0,764634939.313
518,173350935.362,237122001.779,768994000.0,830537034.987
5182,173350935.362,237122001.779,768994000.0,830537034.987
51821,173350935.362,237122001.779,768994000.0,830537034.987
518210,173350935.362,237122001.779,768994000.0,830537034.987
519,339311874.483,380182003.454,4776287000.0,1004585067.94
5191,339311874.483,380182003.454,4776287000.0,1004585067.94
51911,84827968.6207,95045500.8636,1194071750.0,251146266.985
519110,84827968.6207,95045500.8636,1194071750.0,251146266.985
51912,84827968.6207,95045500.8636,1194071750.0,251146266.985
519120,84827968.6207,95045500.8636,1194071750.0,251146266.985
51913,84827968.6207,95045500.8636,1194071750.0,251146266.985
519130,84827968.6207,95045500.8636,1194071750.0,251146266.985
51919,84827968.6207,95045500.8636,1194071750.0,251146266.985
519190,84827968.6207,95045500.8636,1194071750.0,251146266.985
52,3441345446.14,12339425446.1,378963472000.0,43556712446.1
521,4.93659894534,4.93659895062,-11.0650112678,4.93659890841
5211,4.93659894534,4.93659895062,-11.0650112678,4.93659890841
52111,4.93659894534,4.93659895062,-11.0650112678,4.93659890841
521110,4.93659894534,4.93659895062,-11.0650112678,4.93659890841
522,537203008.223,3255297008.22,19080324981.6,2003988008.22
5221,3411007.69216,10275007.6922,330220982.759,618007.692161
52211,3411007.69216,10275007.6922,330220982.759,618007.692161
522110,3411007.69216,10275007.6922,330220982.759,618007.692161
52212,0.0,0.0,0.0,0.0
522120,0.0,0.0,0.0,0.0
52213,0.0,0.0,0.0,0.0
522130,0.0,0.0,0.0,0.0
52219,0.0,0.0,0.0,0.0
522190,0.0,0.0,0.0,0.0
5222,314972000.531,2925420000.53,16235683998.8,1489587000.53
52221,0.0,0.0,0.0,0.0
522210,0.0,0.0,0.0,0.0
52222,0.0,0.0,0.0,0.0
522220,0.0,0.0,0.0,0.0
52229,314972000.531,2925420000.53,16235683998.8,1489587000.53
522291,0.0,0.0,0.0,0.0
522292,314972000.531,2925420000.53,16235683998.8,1489587000.53
522293,0.0,0.0,0.0,0.0
522294,0.0,0.0,0.0,0.0
522298,0.0,0.0,0.0,0.0
5223,218820000.0,319602000.0,2514420000.0,513783000.0
52231,72940000.0,106534000.0,838140000.0,171261000.0
522310,72940000.0,106534000.0,838140000.0,171261000.0
52232,72940000.0,106534000.0,838140000.0,171261000.0
522320,72940000.0,106534000.0,838140000.0,171261000.0
52239,72940000.0,106534000.0,838140000.0,171261000.0
522390,72940000.0,106534000.0,838140000.0,171261000.0
523,2633538018.87,8545771018.87,308530311958.0,36592949018.9
5231,602394018.867,3556472018.87,10338766957.7,5203219018.87
52311,445240938.047,2628656474.37,7641580351.6,3845798670.41
523110,445240938.047,2628656474.37,7641580351.6,3845798670.41
52312,157153080.821,927815544.498,2697186606.11,1357420348.46
523120,157153080.821,927815544.498,2697186606.11,1357420348.46
52313,0.0,0.0,0.0,0.0
523130,0.0,0.0,0.0,0.0
52314,0.0,0.0,0.0,0.0
523140,0.0,0.0,0.0,0.0
5232,0.0,0.0,0.0,0.0
52321,0.0,0.0,0.0,0.0
523210,0.0,0.0,0.0,0.0
5239,2031144000.0,4989299000.0,298191545000.0,31389730000.0
52391,507786000.0,1247324750.0,74547886250.0,7847432500.0
523910,507786000.0,1247324750.0,74547886250.0,7847432500.0
52392,507786000.0,1247324750.0,74547886250.0,7847432500.0
523920,507786000.0,1247324750.0,74547886250.0,7847432500.0
52393,507786000.0,1247324750.0,74547886250.0,7847432500.0
523930,507786000.0,1247324750.0,74547886250.0,7847432500.0
52399,507786000.0,1247324750.0,74547886250.0,7847432500.0
523991,253893000.0,623662375.0,37273943125.0,3923716250.0
523999,253893000.0,623662375.0,37273943125.0,3923716250.0
524,132227046.015,104156046.015,3490405896.86,755824046.015
5241,0.0,0.0,0.0,0.0
52411,0.0,0.0,0.0,0.0
524113,0.0,0.0,0.0,0.0
524114,0.0,0.0,0.0,0.0
