Codes:,Capital_stock,land,earnings_(rtnd_appr.),cost_of_treasury_stock,additional_paid-in_capital,paid_capital_surplus,depreciable_assets,earnings_(rtnd_unappr.),accumulated_depreciation,inventories,interest_paid
44813,70003503.3888,54520190.284,0.0,28810136.6307,171005516.879,171005516.879,724086953.778,362547868.171,434765470.505,670698957.109,25579577.4114
448130,70003503.3888,54520190.284,0.0,28810136.6307,171005516.879,171005516.879,724086953.778,362547868.171,434765470.505,670698957.109,25579577.4114
44814,70003503.3888,54520190.284,0.0,28810136.6307,171005516.879,171005516.879,724086953.778,362547868.171,434765470.505,670698957.109,25579577.4114
448140,70003503.3888,54520190.284,0.0,28810136.6307,171005516.879,171005516.879,724086953.778,362547868.171,434765470.505,670698957.109,25579577.4114
44815,70003503.3888,54520190.284,0.0,28810136.6307,171005516.879,171005516.879,724086953.778,362547868.171,434765470.505,670698957.109,25579577.4114
448150,70003503.3888,54520190.284,0.0,28810136.6307,171005516.879,171005516.879,724086953.778,362547868.171,434765470.505,670698957.109,25579577.4114
44819,70003503.3888,54520190.284,0.0,28810136.6307,171005516.879,171005516.879,724086953.778,362547868.171,434765470.505,670698957.109,25579577.4114
448190,70003503.3888,54520190.284,0.0,28810136.6307,171005516.879,171005516.879,724086953.778,362547868.171,434765470.505,670698957.109,25579577.4114
4482,420021020.333,327121141.704,0.0,172860819.784,1026033101.27,1026033101.27,4344521722.67,2175287209.03,2608592823.03,4024193742.65,153477464.469
44821,420021020.333,327121141.704,0.0,172860819.784,1026033101.27,1026033101.27,4344521722.67,2175287209.03,2608592823.03,4024193742.65,153477464.469
448210,420021020.333,327121141.704,0.0,172860819.784,1026033101.27,1026033101.27,4344521722.67,2175287209.03,2608592823.03,4024193742.65,153477464.469
4483,420021020.333,327121141.704,0.0,172860819.784,1026033101.27,1026033101.27,4344521722.67,2175287209.03,2608592823.03,4024193742.65,153477464.469
44831,210010510.167,163560570.852,0.0,86430409.892,513016550.636,513016550.636,2172260861.33,1087643604.51,1304296411.52,2012096871.33,76738732.2343
448310,210010510.167,163560570.852,0.0,86430409.892,513016550.636,513016550.636,2172260861.33,1087643604.51,1304296411.52,2012096871.33,76738732.2343
44832,210010510.167,163560570.852,0.0,86430409.892,513016550.636,513016550.636,2172260861.33,1087643604.51,1304296411.52,2012096871.33,76738732.2343
448320,210010510.167,163560570.852,0.0,86430409.892,513016550.636,513016550.636,2172260861.33,1087643604.51,1304296411.52,2012096871.33,76738732.2343
451,411058826.322,320141197.856,0.0,169172403.898,1004140130.99,1004140130.99,4251820537.06,2128872041.56,2552932001.68,3938327551.88,150202640.719
4511,205529413.161,160070598.928,0.0,84586201.949,502070065.496,502070065.496,2125910268.53,1064436020.78,1276466000.84,1969163775.94,75101320.3593
45111,51382353.2902,40017649.7319,0.0,21146550.4873,125517516.374,125517516.374,531477567.133,266109005.196,319116500.21,492290943.985,18775330.0898
451110,51382353.2902,40017649.7319,0.0,21146550.4873,125517516.374,125517516.374,531477567.133,266109005.196,319116500.21,492290943.985,18775330.0898
45112,51382353.2902,40017649.7319,0.0,21146550.4873,125517516.374,125517516.374,531477567.133,266109005.196,319116500.21,492290943.985,18775330.0898
451120,51382353.2902,40017649.7319,0.0,21146550.4873,125517516.374,125517516.374,531477567.133,266109005.196,319116500.21,492290943.985,18775330.0898
45113,51382353.2902,40017649.7319,0.0,21146550.4873,125517516.374,125517516.374,531477567.133,266109005.196,319116500.21,492290943.985,18775330.0898
451130,51382353.2902,40017649.7319,0.0,21146550.4873,125517516.374,125517516.374,531477567.133,266109005.196,319116500.21,492290943.985,18775330.0898
45114,51382353.2902,40017649.7319,0.0,21146550.4873,125517516.374,125517516.374,531477567.133,266109005.196,319116500.21,492290943.985,18775330.0898
451140,51382353.2902,40017649.7319,0.0,21146550.4873,125517516.374,125517516.374,531477567.133,266109005.196,319116500.21,492290943.985,18775330.0898
4512,205529413.161,160070598.928,0.0,84586201.949,502070065.496,502070065.496,2125910268.53,1064436020.78,1276466000.84,1969163775.94,75101320.3593
45121,205529413.161,160070598.928,0.0,84586201.949,502070065.496,502070065.496,2125910268.53,1064436020.78,1276466000.84,1969163775.94,75101320.3593
451211,102764706.58,80035299.4639,0.0,42293100.9745,251035032.748,251035032.748,1062955134.27,532218010.391,638233000.42,984581887.97,37550660.1796
451212,102764706.58,80035299.4639,0.0,42293100.9745,251035032.748,251035032.748,1062955134.27,532218010.391,638233000.42,984581887.97,37550660.1796
452,3207796290.01,2498298737.31,0.0,1320177490.05,7836048712.71,7836048712.71,33180102873.9,16613164344.3,19922418104.8,30733685061.2,1172142386.43
4521,1603898145.01,1249149368.66,0.0,660088745.025,3918024356.35,3918024356.35,16590051437.0,8306582172.13,9961209052.4,15366842530.6,586071193.214
45211,1603898145.01,1249149368.66,0.0,660088745.025,3918024356.35,3918024356.35,16590051437.0,8306582172.13,9961209052.4,15366842530.6,586071193.214
452111,801949072.504,624574684.328,0.0,330044372.513,1959012178.18,1959012178.18,8295025718.48,4153291086.07,4980604526.2,7683421265.29,293035596.607
452112,801949072.504,624574684.328,0.0,330044372.513,1959012178.18,1959012178.18,8295025718.48,4153291086.07,4980604526.2,7683421265.29,293035596.607
4529,1603898145.01,1249149368.66,0.0,660088745.025,3918024356.35,3918024356.35,16590051437.0,8306582172.13,9961209052.4,15366842530.6,586071193.214
45291,801949072.504,624574684.328,0.0,330044372.513,1959012178.18,1959012178.18,8295025718.48,4153291086.07,4980604526.2,7683421265.29,293035596.607
452910,801949072.504,624574684.328,0.0,330044372.513,1959012178.18,1959012178.18,8295025718.48,4153291086.07,4980604526.2,7683421265.29,293035596.607
45299,801949072.504,624574684.328,0.0,330044372.513,1959012178.18,1959012178.18,8295025718.48,4153291086.07,4980604526.2,7683421265.29,293035596.607
452990,801949072.504,624574684.328,0.0,330044372.513,1959012178.18,1959012178.18,8295025718.48,4153291086.07,4980604526.2,7683421265.29,293035596.607
453,539977896.254,420546061.665,0.0,222229405.894,1319065400.76,1319065400.76,5585305464.42,2796543396.68,3353599930.9,5173492673.19,197310216.333
4531,134994474.064,105136515.416,0.0,55557351.4736,329766350.189,329766350.189,1396326366.11,699135849.17,838399982.724,1293373168.3,49327554.0832
45311,134994474.064,105136515.416,0.0,55557351.4736,329766350.189,329766350.189,1396326366.11,699135849.17,838399982.724,1293373168.3,49327554.0832
453110,134994474.064,105136515.416,0.0,55557351.4736,329766350.189,329766350.189,1396326366.11,699135849.17,838399982.724,1293373168.3,49327554.0832
4532,134994474.064,105136515.416,0.0,55557351.4736,329766350.189,329766350.189,1396326366.11,699135849.17,838399982.724,1293373168.3,49327554.0832
45321,67497237.0318,52568257.7081,0.0,27778675.7368,164883175.095,164883175.095,698163183.053,349567924.585,419199991.362,646686584.148,24663777.0416
453210,67497237.0318,52568257.7081,0.0,27778675.7368,164883175.095,164883175.095,698163183.053,349567924.585,419199991.362,646686584.148,24663777.0416
45322,67497237.0318,52568257.7081,0.0,27778675.7368,164883175.095,164883175.095,698163183.053,349567924.585,419199991.362,646686584.148,24663777.0416
453220,67497237.0318,52568257.7081,0.0,27778675.7368,164883175.095,164883175.095,698163183.053,349567924.585,419199991.362,646686584.148,24663777.0416
4533,134994474.064,105136515.416,0.0,55557351.4736,329766350.189,329766350.189,1396326366.11,699135849.17,838399982.724,1293373168.3,49327554.0832
45331,134994474.064,105136515.416,0.0,55557351.4736,329766350.189,329766350.189,1396326366.11,699135849.17,838399982.724,1293373168.3,49327554.0832
453310,134994474.064,105136515.416,0.0,55557351.4736,329766350.189,329766350.189,1396326366.11,699135849.17,838399982.724,1293373168.3,49327554.0832
4539,134994474.064,105136515.416,0.0,55557351.4736,329766350.189,329766350.189,1396326366.11,699135849.17,838399982.724,1293373168.3,49327554.0832
45391,33748618.5159,26284128.8541,0.0,13889337.8684,82441587.5473,82441587.5473,349081591.526,174783962.293,209599995.681,323343292.074,12331888.5208
453910,33748618.5159,26284128.8541,0.0,13889337.8684,82441587.5473,82441587.5473,349081591.526,174783962.293,209599995.681,323343292.074,12331888.5208
45392,33748618.5159,26284128.8541,0.0,13889337.8684,82441587.5473,82441587.5473,349081591.526,174783962.293,209599995.681,323343292.074,12331888.5208
453920,33748618.5159,26284128.8541,0.0,13889337.8684,82441587.5473,82441587.5473,349081591.526,174783962.293,209599995.681,323343292.074,12331888.5208
45393,33748618.5159,26284128.8541,0.0,13889337.8684,82441587.5473,82441587.5473,349081591.526,174783962.293,209599995.681,323343292.074,12331888.5208
453930,33748618.5159,26284128.8541,0.0,13889337.8684,82441587.5473,82441587.5473,349081591.526,174783962.293,209599995.681,323343292.074,12331888.5208
45399,33748618.5159,26284128.8541,0.0,13889337.8684,82441587.5473,82441587.5473,349081591.526,174783962.293,209599995.681,323343292.074,12331888.5208
453991,16874309.2579,13142064.427,0.0,6944668.9342,41220793.7737,41220793.7737,174540795.763,87391981.1463,104799997.841,161671646.037,6165944.2604
453998,16874309.2579,13142064.427,0.0,6944668.9342,41220793.7737,41220793.7737,174540795.763,87391981.1463,104799997.841,161671646.037,6165944.2604
454,1008462575.52,785411712.987,0.0,415035579.381,2463486191.85,2463486191.85,10431115000.8,5222823704.34,6263182339.58,9662013541.36,368496507.579
4541,336154191.841,261803904.329,0.0,138345193.127,821162063.952,821162063.952,3477038333.6,1740941234.78,2087727446.53,3220671180.45,122832169.193
45411,336154191.841,261803904.329,0.0,138345193.127,821162063.952,821162063.952,3477038333.6,1740941234.78,2087727446.53,3220671180.45,122832169.193
454111,112051397.28,87267968.1097,0.0,46115064.3757,273720687.984,273720687.984,1159012777.87,580313744.927,695909148.842,1073557060.15,40944056.3977
454112,112051397.28,87267968.1097,0.0,46115064.3757,273720687.984,273720687.984,1159012777.87,580313744.927,695909148.842,1073557060.15,40944056.3977
454113,112051397.28,87267968.1097,0.0,46115064.3757,273720687.984,273720687.984,1159012777.87,580313744.927,695909148.842,1073557060.15,40944056.3977
4542,336154191.841,261803904.329,0.0,138345193.127,821162063.952,821162063.952,3477038333.6,1740941234.78,2087727446.53,3220671180.45,122832169.193
45421,336154191.841,261803904.329,0.0,138345193.127,821162063.952,821162063.952,3477038333.6,1740941234.78,2087727446.53,3220671180.45,122832169.193
454210,336154191.841,261803904.329,0.0,138345193.127,821162063.952,821162063.952,3477038333.6,1740941234.78,2087727446.53,3220671180.45,122832169.193
4543,336154191.841,261803904.329,0.0,138345193.127,821162063.952,821162063.952,3477038333.6,1740941234.78,2087727446.53,3220671180.45,122832169.193
45431,168077095.92,130901952.165,0.0,69172596.5635,410581031.976,410581031.976,1738519166.8,870470617.39,1043863723.26,1610335590.23,61416084.5965
454310,168077095.92,130901952.165,0.0,69172596.5635,410581031.976,410581031.976,1738519166.8,870470617.39,1043863723.26,1610335590.23,61416084.5965
45439,168077095.92,130901952.165,0.0,69172596.5635,410581031.976,410581031.976,1738519166.8,870470617.39,1043863723.26,1610335590.23,61416084.5965
454390,168077095.92,130901952.165,0.0,69172596.5635,410581031.976,410581031.976,1738519166.8,870470617.39,1043863723.26,1610335590.23,61416084.5965
48.49,1735341024.75,1859446099.01,0.0,1809621033.0,13251136533.0,13251136533.0,95639154024.8,17934632000.0,58765780549.5,2011464958.74,1770834975.25
481,853977501.005,915050765.376,0.0,890531385.755,6521007859.85,6521007859.85,47064919567.5,8825799654.55,28919188622.0,989860663.884,871444405.037
4811,426988750.502,457525382.688,0.0,445265692.878,3260503929.92,3260503929.92,23532459783.8,4412899827.28,14459594311.0,494930331.942,435722202.519
48111,426988750.502,457525382.688,0.0,445265692.878,3260503929.92,3260503929.92,23532459783.8,4412899827.28,14459594311.0,494930331.942,435722202.519
481111,213494375.251,228762691.344,0.0,222632846.439,1630251964.96,1630251964.96,11766229891.9,2206449913.64,7229797155.49,247465165.971,217861101.259
481112,213494375.251,228762691.344,0.0,222632846.439,1630251964.96,1630251964.96,11766229891.9,2206449913.64,7229797155.49,247465165.971,217861101.259
4812,426988750.502,457525382.688,0.0,445265692.878,3260503929.92,3260503929.92,23532459783.8,4412899827.28,14459594311.0,494930331.942,435722202.519
48121,426988750.502,457525382.688,0.0,445265692.878,3260503929.92,3260503929.92,23532459783.8,4412899827.28,14459594311.0,494930331.942,435722202.519
481211,142329583.501,152508460.896,0.0,148421897.626,1086834643.31,1086834643.31,7844153261.26,1470966609.09,4819864770.33,164976777.314,145240734.173
481212,142329583.501,152508460.896,0.0,148421897.626,1086834643.31,1086834643.31,7844153261.26,1470966609.09,4819864770.33,164976777.314,145240734.173
481219,142329583.501,152508460.896,0.0,148421897.626,1086834643.31,1086834643.31,7844153261.26,1470966609.09,4819864770.33,164976777.314,145240734.173
482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,306213621.716,328112870.176,0.0,319320872.697,2338260002.93,2338260002.93,16876228541.9,3164697048.32,10369651981.0,354937710.333,312476788.998
4841,153106810.858,164056435.088,0.0,159660436.348,1169130001.47,1169130001.47,8438114270.93,1582348524.16,5184825990.5,177468855.166,156238394.499
48411,76553405.4291,82028217.5439,0.0,79830218.1742,584565000.733,584565000.733,4219057135.47,791174262.081,2592412995.25,88734427.5832,78119197.2496
484110,76553405.4291,82028217.5439,0.0,79830218.1742,584565000.733,584565000.733,4219057135.47,791174262.081,2592412995.25,88734427.5832,78119197.2496
48412,76553405.4291,82028217.5439,0.0,79830218.1742,584565000.733,584565000.733,4219057135.47,791174262.081,2592412995.25,88734427.5832,78119197.2496
484121,38276702.7146,41014108.772,0.0,39915109.0871,292282500.367,292282500.367,2109528567.73,395587131.04,1296206497.63,44367213.7916,39059598.6248
484122,38276702.7146,41014108.772,0.0,39915109.0871,292282500.367,292282500.367,2109528567.73,395587131.04,1296206497.63,44367213.7916,39059598.6248
4842,153106810.858,164056435.088,0.0,159660436.348,1169130001.47,1169130001.47,8438114270.93,1582348524.16,5184825990.5,177468855.166,156238394.499
48421,51035603.6194,54685478.3626,0.0,53220145.4494,389710000.489,389710000.489,2812704756.98,527449508.054,1728275330.17,59156285.0555,52079464.8331
484210,51035603.6194,54685478.3626,0.0,53220145.4494,389710000.489,389710000.489,2812704756.98,527449508.054,1728275330.17,59156285.0555,52079464.8331
48422,51035603.6194,54685478.3626,0.0,53220145.4494,389710000.489,389710000.489,2812704756.98,527449508.054,1728275330.17,59156285.0555,52079464.8331
484220,51035603.6194,54685478.3626,0.0,53220145.4494,389710000.489,389710000.489,2812704756.98,527449508.054,1728275330.17,59156285.0555,52079464.8331
48423,51035603.6194,54685478.3626,0.0,53220145.4494,389710000.489,389710000.489,2812704756.98,527449508.054,1728275330.17,59156285.0555,52079464.8331
484230,51035603.6194,54685478.3626,0.0,53220145.4494,389710000.489,389710000.489,2812704756.98,527449508.054,1728275330.17,59156285.0555,52079464.8331
485,45000952.4779,48219251.6303,0.0,46927185.4625,343629152.365,343629152.365,2480119448.51,465081797.081,1523917235.93,52161412.4995,45921383.423
4851,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
48511,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
485111,1875039.68658,2009135.4846,0.0,1955299.39427,14317881.3485,14317881.3485,103338310.355,19378408.2117,63496551.497,2173392.18748,1913390.97596
485112,1875039.68658,2009135.4846,0.0,1955299.39427,14317881.3485,14317881.3485,103338310.355,19378408.2117,63496551.497,2173392.18748,1913390.97596
485113,1875039.68658,2009135.4846,0.0,1955299.39427,14317881.3485,14317881.3485,103338310.355,19378408.2117,63496551.497,2173392.18748,1913390.97596
485119,1875039.68658,2009135.4846,0.0,1955299.39427,14317881.3485,14317881.3485,103338310.355,19378408.2117,63496551.497,2173392.18748,1913390.97596
4852,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
48521,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
485210,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
4853,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
48531,3750079.37316,4018270.96919,0.0,3910598.78854,28635762.6971,28635762.6971,206676620.71,38756816.4234,126993102.994,4346784.37496,3826781.95191
485310,3750079.37316,4018270.96919,0.0,3910598.78854,28635762.6971,28635762.6971,206676620.71,38756816.4234,126993102.994,4346784.37496,3826781.95191
48532,3750079.37316,4018270.96919,0.0,3910598.78854,28635762.6971,28635762.6971,206676620.71,38756816.4234,126993102.994,4346784.37496,3826781.95191
485320,3750079.37316,4018270.96919,0.0,3910598.78854,28635762.6971,28635762.6971,206676620.71,38756816.4234,126993102.994,4346784.37496,3826781.95191
4854,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
48541,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
485410,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
4855,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
48551,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
485510,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
4859,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
48599,7500158.74632,8036541.93838,0.0,7821197.57708,57271525.3942,57271525.3942,413353241.419,77513632.8469,253986205.988,8693568.74991,7653563.90383
485991,3750079.37316,4018270.96919,0.0,3910598.78854,28635762.6971,28635762.6971,206676620.71,38756816.4234,126993102.994,4346784.37496,3826781.95191
485999,3750079.37316,4018270.96919,0.0,3910598.78854,28635762.6971,28635762.6971,206676620.71,38756816.4234,126993102.994,4346784.37496,3826781.95191
486,139868681.631,149871564.565,0.0,145855658.645,1068043093.87,1068043093.87,7708526563.35,1445533354.89,4736528517.02,162124301.745,142729498.03
4861,46622893.8771,49957188.1884,0.0,48618552.8816,356014364.622,356014364.622,2569508854.45,481844451.629,1578842839.01,54041433.9149,47576499.3434
48611,46622893.8771,49957188.1884,0.0,48618552.8816,356014364.622,356014364.622,2569508854.45,481844451.629,1578842839.01,54041433.9149,47576499.3434
486110,46622893.8771,49957188.1884,0.0,48618552.8816,356014364.622,356014364.622,2569508854.45,481844451.629,1578842839.01,54041433.9149,47576499.3434
4862,46622893.8771,49957188.1884,0.0,48618552.8816,356014364.622,356014364.622,2569508854.45,481844451.629,1578842839.01,54041433.9149,47576499.3434
48621,46622893.8771,49957188.1884,0.0,48618552.8816,356014364.622,356014364.622,2569508854.45,481844451.629,1578842839.01,54041433.9149,47576499.3434
486210,46622893.8771,49957188.1884,0.0,48618552.8816,356014364.622,356014364.622,2569508854.45,481844451.629,1578842839.01,54041433.9149,47576499.3434
4869,46622893.8771,49957188.1884,0.0,48618552.8816,356014364.622,356014364.622,2569508854.45,481844451.629,1578842839.01,54041433.9149,47576499.3434
48691,23311446.9386,24978594.0942,0.0,24309276.4408,178007182.311,178007182.311,1284754427.23,240922225.814,789421419.503,27020716.9575,23788249.6717
486910,23311446.9386,24978594.0942,0.0,24309276.4408,178007182.311,178007182.311,1284754427.23,240922225.814,789421419.503,27020716.9575,23788249.6717
48699,23311446.9386,24978594.0942,0.0,24309276.4408,178007182.311,178007182.311,1284754427.23,240922225.814,789421419.503,27020716.9575,23788249.6717
486990,23311446.9386,24978594.0942,0.0,24309276.4408,178007182.311,178007182.311,1284754427.23,240922225.814,789421419.503,27020716.9575,23788249.6717
487,318683831.519,341474902.561,0.0,332324860.745,2433483045.75,2433483045.75,17563494214.2,3293575822.34,10791944546.1,369392154.554,325202059.336
4871,106227943.84,113824967.52,0.0,110774953.582,811161015.249,811161015.249,5854498071.39,1097858607.45,3597314848.71,123130718.185,108400686.445
48711,106227943.84,113824967.52,0.0,110774953.582,811161015.249,811161015.249,5854498071.39,1097858607.45,3597314848.71,123130718.185,108400686.445
487110,106227943.84,113824967.52,0.0,110774953.582,811161015.249,811161015.249,5854498071.39,1097858607.45,3597314848.71,123130718.185,108400686.445
4872,106227943.84,113824967.52,0.0,110774953.582,811161015.249,811161015.249,5854498071.39,1097858607.45,3597314848.71,123130718.185,108400686.445
48721,106227943.84,113824967.52,0.0,110774953.582,811161015.249,811161015.249,5854498071.39,1097858607.45,3597314848.71,123130718.185,108400686.445
487210,106227943.84,113824967.52,0.0,110774953.582,811161015.249,811161015.249,5854498071.39,1097858607.45,3597314848.71,123130718.185,108400686.445
4879,106227943.84,113824967.52,0.0,110774953.582,811161015.249,811161015.249,5854498071.39,1097858607.45,3597314848.71,123130718.185,108400686.445
48799,106227943.84,113824967.52,0.0,110774953.582,811161015.249,811161015.249,5854498071.39,1097858607.45,3597314848.71,123130718.185,108400686.445
487990,106227943.84,113824967.52,0.0,110774953.582,811161015.249,811161015.249,5854498071.39,1097858607.45,3597314848.71,123130718.185,108400686.445
488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,71596436.4033,76716744.7058,0.0,74661069.7007,546713378.249,546713378.249,3945865689.3,739944322.81,2424549647.47,82988715.7291,73060840.4213
4931,71596436.4033,76716744.7058,0.0,74661069.7007,546713378.249,546713378.249,3945865689.3,739944322.81,2424549647.47,82988715.7291,73060840.4213
49311,17899109.1008,19179186.1764,0.0,18665267.4252,136678344.562,136678344.562,986466422.324,184986080.702,606137411.867,20747178.9323,18265210.1053
493110,17899109.1008,19179186.1764,0.0,18665267.4252,136678344.562,136678344.562,986466422.324,184986080.702,606137411.867,20747178.9323,18265210.1053
49312,17899109.1008,19179186.1764,0.0,18665267.4252,136678344.562,136678344.562,986466422.324,184986080.702,606137411.867,20747178.9323,18265210.1053
493120,17899109.1008,19179186.1764,0.0,18665267.4252,136678344.562,136678344.562,986466422.324,184986080.702,606137411.867,20747178.9323,18265210.1053
