Codes:,tax_exempt_general_partners,partnership_general_partners,individual_general_partners,other_limited_partners,corporate_general_partners,partnership_limited_partners,individual_limited_partners,other_general_partners,corporate_limited_partners,tax_exempt_limited_partners
1,2103494000.0,106154000000.0,83792696000.0,131788318000.0,94440747000.0,344662139000.0,291199705000.0,9520084000.0,236425766000.0,78976841000.0
11,8029000.0,979274000.0,2876711000.0,1119989000.0,845322984.859,59843984.8595,2120329015.14,-99394984.8595,786350000.0,-17005015.1405
111,4072872.40106,496756513.598,1459269751.87,568137039.182,428807155.937,30357069.9096,1075579714.4,-50420113.4186,398891918.368,-8626137.35777
1111,814574.480213,99351302.7196,291853950.373,113627407.836,85761431.1874,6071413.98191,215115942.881,-10084022.6837,79778383.6736,-1725227.47155
11111,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
111110,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
11112,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
111120,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
11113,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
111130,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
11114,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
111140,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
11115,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
111150,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
11116,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
111160,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
11119,116367.782888,14193043.2457,41693421.4819,16232486.8338,12251633.0268,867344.854559,30730848.9829,-1440574.6691,11396911.9534,-246461.067365
111191,58183.8914438,7096521.62283,20846710.741,8116243.41689,6125816.51339,433672.427279,15365424.4915,-720287.334552,5698455.97669,-123230.533682
111199,58183.8914438,7096521.62283,20846710.741,8116243.41689,6125816.51339,433672.427279,15365424.4915,-720287.334552,5698455.97669,-123230.533682
1112,814574.480213,99351302.7196,291853950.373,113627407.836,85761431.1874,6071413.98191,215115942.881,-10084022.6837,79778383.6736,-1725227.47155
11121,814574.480213,99351302.7196,291853950.373,113627407.836,85761431.1874,6071413.98191,215115942.881,-10084022.6837,79778383.6736,-1725227.47155
111211,407287.240106,49675651.3598,145926975.187,56813703.9182,42880715.5937,3035706.99096,107557971.44,-5042011.34186,39889191.8368,-862613.735777
111219,407287.240106,49675651.3598,145926975.187,56813703.9182,42880715.5937,3035706.99096,107557971.44,-5042011.34186,39889191.8368,-862613.735777
1113,814574.480213,99351302.7196,291853950.373,113627407.836,85761431.1874,6071413.98191,215115942.881,-10084022.6837,79778383.6736,-1725227.47155
11131,271524.826738,33117100.9065,97284650.1244,37875802.6122,28587143.7291,2023804.66064,71705314.2935,-3361340.89458,26592794.5579,-575075.823851
111310,271524.826738,33117100.9065,97284650.1244,37875802.6122,28587143.7291,2023804.66064,71705314.2935,-3361340.89458,26592794.5579,-575075.823851
11132,271524.826738,33117100.9065,97284650.1244,37875802.6122,28587143.7291,2023804.66064,71705314.2935,-3361340.89458,26592794.5579,-575075.823851
111320,271524.826738,33117100.9065,97284650.1244,37875802.6122,28587143.7291,2023804.66064,71705314.2935,-3361340.89458,26592794.5579,-575075.823851
11133,271524.826738,33117100.9065,97284650.1244,37875802.6122,28587143.7291,2023804.66064,71705314.2935,-3361340.89458,26592794.5579,-575075.823851
111331,38789.2609625,4731014.41522,13897807.1606,5410828.94459,4083877.67559,289114.95152,10243616.3276,-480191.556368,3798970.65112,-82153.6891216
111332,38789.2609625,4731014.41522,13897807.1606,5410828.94459,4083877.67559,289114.95152,10243616.3276,-480191.556368,3798970.65112,-82153.6891216
111333,38789.2609625,4731014.41522,13897807.1606,5410828.94459,4083877.67559,289114.95152,10243616.3276,-480191.556368,3798970.65112,-82153.6891216
111334,38789.2609625,4731014.41522,13897807.1606,5410828.94459,4083877.67559,289114.95152,10243616.3276,-480191.556368,3798970.65112,-82153.6891216
111335,38789.2609625,4731014.41522,13897807.1606,5410828.94459,4083877.67559,289114.95152,10243616.3276,-480191.556368,3798970.65112,-82153.6891216
111336,38789.2609625,4731014.41522,13897807.1606,5410828.94459,4083877.67559,289114.95152,10243616.3276,-480191.556368,3798970.65112,-82153.6891216
111339,38789.2609625,4731014.41522,13897807.1606,5410828.94459,4083877.67559,289114.95152,10243616.3276,-480191.556368,3798970.65112,-82153.6891216
1114,814574.480213,99351302.7196,291853950.373,113627407.836,85761431.1874,6071413.98191,215115942.881,-10084022.6837,79778383.6736,-1725227.47155
11141,407287.240106,49675651.3598,145926975.187,56813703.9182,42880715.5937,3035706.99096,107557971.44,-5042011.34186,39889191.8368,-862613.735777
111411,203643.620053,24837825.6799,72963487.5933,28406851.9591,21440357.7969,1517853.49548,53778985.7201,-2521005.67093,19944595.9184,-431306.867888
111419,203643.620053,24837825.6799,72963487.5933,28406851.9591,21440357.7969,1517853.49548,53778985.7201,-2521005.67093,19944595.9184,-431306.867888
11142,407287.240106,49675651.3598,145926975.187,56813703.9182,42880715.5937,3035706.99096,107557971.44,-5042011.34186,39889191.8368,-862613.735777
111421,203643.620053,24837825.6799,72963487.5933,28406851.9591,21440357.7969,1517853.49548,53778985.7201,-2521005.67093,19944595.9184,-431306.867888
111422,203643.620053,24837825.6799,72963487.5933,28406851.9591,21440357.7969,1517853.49548,53778985.7201,-2521005.67093,19944595.9184,-431306.867888
1119,814574.480213,99351302.7196,291853950.373,113627407.836,85761431.1874,6071413.98191,215115942.881,-10084022.6837,79778383.6736,-1725227.47155
11191,162914.896043,19870260.5439,58370790.0747,22725481.5673,17152286.2375,1214282.79638,43023188.5761,-2016804.53675,15955676.7347,-345045.494311
111910,162914.896043,19870260.5439,58370790.0747,22725481.5673,17152286.2375,1214282.79638,43023188.5761,-2016804.53675,15955676.7347,-345045.494311
11192,162914.896043,19870260.5439,58370790.0747,22725481.5673,17152286.2375,1214282.79638,43023188.5761,-2016804.53675,15955676.7347,-345045.494311
111920,162914.896043,19870260.5439,58370790.0747,22725481.5673,17152286.2375,1214282.79638,43023188.5761,-2016804.53675,15955676.7347,-345045.494311
11193,162914.896043,19870260.5439,58370790.0747,22725481.5673,17152286.2375,1214282.79638,43023188.5761,-2016804.53675,15955676.7347,-345045.494311
111930,162914.896043,19870260.5439,58370790.0747,22725481.5673,17152286.2375,1214282.79638,43023188.5761,-2016804.53675,15955676.7347,-345045.494311
11194,162914.896043,19870260.5439,58370790.0747,22725481.5673,17152286.2375,1214282.79638,43023188.5761,-2016804.53675,15955676.7347,-345045.494311
111940,162914.896043,19870260.5439,58370790.0747,22725481.5673,17152286.2375,1214282.79638,43023188.5761,-2016804.53675,15955676.7347,-345045.494311
11199,162914.896043,19870260.5439,58370790.0747,22725481.5673,17152286.2375,1214282.79638,43023188.5761,-2016804.53675,15955676.7347,-345045.494311
111991,54304.9653475,6623420.18131,19456930.0249,7575160.52243,5717428.74583,404760.932127,14341062.8587,-672268.178915,5318558.91157,-115015.16477
111992,54304.9653475,6623420.18131,19456930.0249,7575160.52243,5717428.74583,404760.932127,14341062.8587,-672268.178915,5318558.91157,-115015.16477
111998,54304.9653475,6623420.18131,19456930.0249,7575160.52243,5717428.74583,404760.932127,14341062.8587,-672268.178915,5318558.91157,-115015.16477
112,2416658.2624,294752846.339,865864666.42,337106821.602,254434770.925,18012512.2015,638200352.901,-29917014.7467,236684422.05,-5118359.73864
1121,402776.377066,49125474.3898,144310777.737,56184470.2671,42405795.1541,3002085.36691,106366725.484,-4986169.12446,39447403.6749,-853059.956441
11211,134258.792355,16375158.1299,48103592.5789,18728156.7557,14135265.0514,1000695.1223,35455575.1612,-1662056.37482,13149134.5583,-284353.318814
112111,67129.3961777,8187579.06496,24051796.2894,9364078.37784,7067632.52569,500347.561152,17727787.5806,-831028.18741,6574567.27916,-142176.659407
112112,67129.3961777,8187579.06496,24051796.2894,9364078.37784,7067632.52569,500347.561152,17727787.5806,-831028.18741,6574567.27916,-142176.659407
11212,134258.792355,16375158.1299,48103592.5789,18728156.7557,14135265.0514,1000695.1223,35455575.1612,-1662056.37482,13149134.5583,-284353.318814
112120,134258.792355,16375158.1299,48103592.5789,18728156.7557,14135265.0514,1000695.1223,35455575.1612,-1662056.37482,13149134.5583,-284353.318814
11213,134258.792355,16375158.1299,48103592.5789,18728156.7557,14135265.0514,1000695.1223,35455575.1612,-1662056.37482,13149134.5583,-284353.318814
112130,134258.792355,16375158.1299,48103592.5789,18728156.7557,14135265.0514,1000695.1223,35455575.1612,-1662056.37482,13149134.5583,-284353.318814
1122,402776.377066,49125474.3898,144310777.737,56184470.2671,42405795.1541,3002085.36691,106366725.484,-4986169.12446,39447403.6749,-853059.956441
11221,402776.377066,49125474.3898,144310777.737,56184470.2671,42405795.1541,3002085.36691,106366725.484,-4986169.12446,39447403.6749,-853059.956441
112210,402776.377066,49125474.3898,144310777.737,56184470.2671,42405795.1541,3002085.36691,106366725.484,-4986169.12446,39447403.6749,-853059.956441
1123,402776.377066,49125474.3898,144310777.737,56184470.2671,42405795.1541,3002085.36691,106366725.484,-4986169.12446,39447403.6749,-853059.956441
11231,80555.2754133,9825094.87795,28862155.5473,11236894.0534,8481159.03083,600417.073382,21273345.0967,-997233.824891,7889480.73499,-170611.991288
112310,80555.2754133,9825094.87795,28862155.5473,11236894.0534,8481159.03083,600417.073382,21273345.0967,-997233.824891,7889480.73499,-170611.991288
11232,80555.2754133,9825094.87795,28862155.5473,11236894.0534,8481159.03083,600417.073382,21273345.0967,-997233.824891,7889480.73499,-170611.991288
112320,80555.2754133,9825094.87795,28862155.5473,11236894.0534,8481159.03083,600417.073382,21273345.0967,-997233.824891,7889480.73499,-170611.991288
11233,80555.2754133,9825094.87795,28862155.5473,11236894.0534,8481159.03083,600417.073382,21273345.0967,-997233.824891,7889480.73499,-170611.991288
112330,80555.2754133,9825094.87795,28862155.5473,11236894.0534,8481159.03083,600417.073382,21273345.0967,-997233.824891,7889480.73499,-170611.991288
11234,80555.2754133,9825094.87795,28862155.5473,11236894.0534,8481159.03083,600417.073382,21273345.0967,-997233.824891,7889480.73499,-170611.991288
112340,80555.2754133,9825094.87795,28862155.5473,11236894.0534,8481159.03083,600417.073382,21273345.0967,-997233.824891,7889480.73499,-170611.991288
11239,80555.2754133,9825094.87795,28862155.5473,11236894.0534,8481159.03083,600417.073382,21273345.0967,-997233.824891,7889480.73499,-170611.991288
112390,80555.2754133,9825094.87795,28862155.5473,11236894.0534,8481159.03083,600417.073382,21273345.0967,-997233.824891,7889480.73499,-170611.991288
1124,402776.377066,49125474.3898,144310777.737,56184470.2671,42405795.1541,3002085.36691,106366725.484,-4986169.12446,39447403.6749,-853059.956441
11241,201388.188533,24562737.1949,72155388.8683,28092235.1335,21202897.5771,1501042.68345,53183362.7418,-2493084.56223,19723701.8375,-426529.97822
112410,201388.188533,24562737.1949,72155388.8683,28092235.1335,21202897.5771,1501042.68345,53183362.7418,-2493084.56223,19723701.8375,-426529.97822
11242,201388.188533,24562737.1949,72155388.8683,28092235.1335,21202897.5771,1501042.68345,53183362.7418,-2493084.56223,19723701.8375,-426529.97822
112420,201388.188533,24562737.1949,72155388.8683,28092235.1335,21202897.5771,1501042.68345,53183362.7418,-2493084.56223,19723701.8375,-426529.97822
1125,402776.377066,49125474.3898,144310777.737,56184470.2671,42405795.1541,3002085.36691,106366725.484,-4986169.12446,39447403.6749,-853059.956441
11251,402776.377066,49125474.3898,144310777.737,56184470.2671,42405795.1541,3002085.36691,106366725.484,-4986169.12446,39447403.6749,-853059.956441
112511,134258.792355,16375158.1299,48103592.5789,18728156.7557,14135265.0514,1000695.1223,35455575.1612,-1662056.37482,13149134.5583,-284353.318814
112512,134258.792355,16375158.1299,48103592.5789,18728156.7557,14135265.0514,1000695.1223,35455575.1612,-1662056.37482,13149134.5583,-284353.318814
112519,134258.792355,16375158.1299,48103592.5789,18728156.7557,14135265.0514,1000695.1223,35455575.1612,-1662056.37482,13149134.5583,-284353.318814
1129,402776.377066,49125474.3898,144310777.737,56184470.2671,42405795.1541,3002085.36691,106366725.484,-4986169.12446,39447403.6749,-853059.956441
11291,100694.094267,12281368.5974,36077694.4341,14046117.5668,10601448.7885,750521.341727,26591681.3709,-1246542.28111,9861850.91874,-213264.98911
112910,100694.094267,12281368.5974,36077694.4341,14046117.5668,10601448.7885,750521.341727,26591681.3709,-1246542.28111,9861850.91874,-213264.98911
11292,100694.094267,12281368.5974,36077694.4341,14046117.5668,10601448.7885,750521.341727,26591681.3709,-1246542.28111,9861850.91874,-213264.98911
112920,100694.094267,12281368.5974,36077694.4341,14046117.5668,10601448.7885,750521.341727,26591681.3709,-1246542.28111,9861850.91874,-213264.98911
11293,100694.094267,12281368.5974,36077694.4341,14046117.5668,10601448.7885,750521.341727,26591681.3709,-1246542.28111,9861850.91874,-213264.98911
112930,100694.094267,12281368.5974,36077694.4341,14046117.5668,10601448.7885,750521.341727,26591681.3709,-1246542.28111,9861850.91874,-213264.98911
11299,100694.094267,12281368.5974,36077694.4341,14046117.5668,10601448.7885,750521.341727,26591681.3709,-1246542.28111,9861850.91874,-213264.98911
112990,100694.094267,12281368.5974,36077694.4341,14046117.5668,10601448.7885,750521.341727,26591681.3709,-1246542.28111,9861850.91874,-213264.98911
113,741778.256972,90472557.0828,265771786.199,103472846.961,78097174.03,5528828.84286,195891637.945,-9182842.02526,72648814.5933,-1571048.75959
1131,247259.418991,30157519.0276,88590595.3996,34490948.9869,26032391.3433,1842942.94762,65297212.6482,-3060947.34175,24216271.5311,-523682.919862
11311,247259.418991,30157519.0276,88590595.3996,34490948.9869,26032391.3433,1842942.94762,65297212.6482,-3060947.34175,24216271.5311,-523682.919862
113110,247259.418991,30157519.0276,88590595.3996,34490948.9869,26032391.3433,1842942.94762,65297212.6482,-3060947.34175,24216271.5311,-523682.919862
1132,247259.418991,30157519.0276,88590595.3996,34490948.9869,26032391.3433,1842942.94762,65297212.6482,-3060947.34175,24216271.5311,-523682.919862
11321,247259.418991,30157519.0276,88590595.3996,34490948.9869,26032391.3433,1842942.94762,65297212.6482,-3060947.34175,24216271.5311,-523682.919862
113210,247259.418991,30157519.0276,88590595.3996,34490948.9869,26032391.3433,1842942.94762,65297212.6482,-3060947.34175,24216271.5311,-523682.919862
1133,247259.418991,30157519.0276,88590595.3996,34490948.9869,26032391.3433,1842942.94762,65297212.6482,-3060947.34175,24216271.5311,-523682.919862
11331,247259.418991,30157519.0276,88590595.3996,34490948.9869,26032391.3433,1842942.94762,65297212.6482,-3060947.34175,24216271.5311,-523682.919862
113310,247259.418991,30157519.0276,88590595.3996,34490948.9869,26032391.3433,1842942.94762,65297212.6482,-3060947.34175,24216271.5311,-523682.919862
114,216636.279108,26422502.8755,77618628.361,30219236.4681,22808273.27,1614694.01009,57210136.7948,-2681848.26031,21217080.3434,-458824.661381
1141,108318.139554,13211251.4378,38809314.1805,15109618.234,11404136.635,807347.005043,28605068.3974,-1340924.13015,10608540.1717,-229412.33069
11411,108318.139554,13211251.4378,38809314.1805,15109618.234,11404136.635,807347.005043,28605068.3974,-1340924.13015,10608540.1717,-229412.33069
114111,36106.0465181,4403750.47925,12936438.0602,5036539.41135,3801378.87833,269115.668348,9535022.79914,-446974.710051,3536180.05723,-76470.7768968
114112,36106.0465181,4403750.47925,12936438.0602,5036539.41135,3801378.87833,269115.668348,9535022.79914,-446974.710051,3536180.05723,-76470.7768968
114119,36106.0465181,4403750.47925,12936438.0602,5036539.41135,3801378.87833,269115.668348,9535022.79914,-446974.710051,3536180.05723,-76470.7768968
1142,108318.139554,13211251.4378,38809314.1805,15109618.234,11404136.635,807347.005043,28605068.3974,-1340924.13015,10608540.1717,-229412.33069
11421,108318.139554,13211251.4378,38809314.1805,15109618.234,11404136.635,807347.005043,28605068.3974,-1340924.13015,10608540.1717,-229412.33069
114210,108318.139554,13211251.4378,38809314.1805,15109618.234,11404136.635,807347.005043,28605068.3974,-1340924.13015,10608540.1717,-229412.33069
115,581054.800458,70869580.105,208186167.154,81053055.7865,61175610.6974,4330879.89552,153447173.097,-7193166.40852,56907764.6456,-1230644.62315
1151,193684.933486,23623193.3683,69395389.0513,27017685.2622,20391870.2325,1443626.63184,51149057.6991,-2397722.13617,18969254.8819,-410214.874383
11511,193684.933486,23623193.3683,69395389.0513,27017685.2622,20391870.2325,1443626.63184,51149057.6991,-2397722.13617,18969254.8819,-410214.874383
115111,32280.8222476,3937198.89472,11565898.1752,4502947.54369,3398645.03875,240604.43864,8524842.94984,-399620.356029,3161542.48031,-68369.1457305
115112,32280.8222476,3937198.89472,11565898.1752,4502947.54369,3398645.03875,240604.43864,8524842.94984,-399620.356029,3161542.48031,-68369.1457305
115113,32280.8222476,3937198.89472,11565898.1752,4502947.54369,3398645.03875,240604.43864,8524842.94984,-399620.356029,3161542.48031,-68369.1457305
115114,32280.8222476,3937198.89472,11565898.1752,4502947.54369,3398645.03875,240604.43864,8524842.94984,-399620.356029,3161542.48031,-68369.1457305
115115,32280.8222476,3937198.89472,11565898.1752,4502947.54369,3398645.03875,240604.43864,8524842.94984,-399620.356029,3161542.48031,-68369.1457305
115116,32280.8222476,3937198.89472,11565898.1752,4502947.54369,3398645.03875,240604.43864,8524842.94984,-399620.356029,3161542.48031,-68369.1457305
1152,193684.933486,23623193.3683,69395389.0513,27017685.2622,20391870.2325,1443626.63184,51149057.6991,-2397722.13617,18969254.8819,-410214.874383
11521,193684.933486,23623193.3683,69395389.0513,27017685.2622,20391870.2325,1443626.63184,51149057.6991,-2397722.13617,18969254.8819,-410214.874383
115210,193684.933486,23623193.3683,69395389.0513,27017685.2622,20391870.2325,1443626.63184,51149057.6991,-2397722.13617,18969254.8819,-410214.874383
1153,193684.933486,23623193.3683,69395389.0513,27017685.2622,20391870.2325,1443626.63184,51149057.6991,-2397722.13617,18969254.8819,-410214.874383
11531,193684.933486,23623193.3683,69395389.0513,27017685.2622,20391870.2325,1443626.63184,51149057.6991,-2397722.13617,18969254.8819,-410214.874383
115310,193684.933486,23623193.3683,69395389.0513,27017685.2622,20391870.2325,1443626.63184,51149057.6991,-2397722.13617,18969254.8819,-410214.874383
21,-91322000.0,-4060626000.0,-960296000.0,1812734000.0,-9826850067.79,8900269932.21,7143217067.79,-1180524932.21,14391051000.0,267117932.212
211,-79717828.6699,-3544647376.98,-838272398.769,1582392177.53,-8578164627.02,7769323860.32,6235537486.72,-1030517118.4,12562398304.9,233175593.556
2111,-79717828.6699,-3544647376.98,-838272398.769,1582392177.53,-8578164627.02,7769323860.32,6235537486.72,-1030517118.4,12562398304.9,233175593.556
21111,-79717828.6699,-3544647376.98,-838272398.769,1582392177.53,-8578164627.02,7769323860.32,6235537486.72,-1030517118.4,12562398304.9,233175593.556
211111,-39858914.335,-1772323688.49,-419136199.385,791196088.763,-4289082313.51,3884661930.16,3117768743.36,-515258559.2,6281199152.44,116587796.778
211112,-39858914.335,-1772323688.49,-419136199.385,791196088.763,-4289082313.51,3884661930.16,3117768743.36,-515258559.2,6281199152.44,116587796.778
212,-6143111.51583,-273153000.833,-64597856.1158,121940245.62,-661039353.231,598709519.224,480514870.778,-79412368.3866,968067181.216,17968673.9828
2121,-2047703.83861,-91051000.2777,-21532618.7053,40646748.5401,-220346451.077,199569839.741,160171623.593,-26470789.4622,322689060.405,5989557.99426
21211,-2047703.83861,-91051000.2777,-21532618.7053,40646748.5401,-220346451.077,199569839.741,160171623.593,-26470789.4622,322689060.405,5989557.99426
212111,-682567.946204,-30350333.4259,-7177539.56842,13548916.18,-73448817.0257,66523279.9138,53390541.1976,-8823596.48739,107563020.135,1996519.33142
212112,-682567.946204,-30350333.4259,-7177539.56842,13548916.18,-73448817.0257,66523279.9138,53390541.1976,-8823596.48739,107563020.135,1996519.33142
212113,-682567.946204,-30350333.4259,-7177539.56842,13548916.18,-73448817.0257,66523279.9138,53390541.1976,-8823596.48739,107563020.135,1996519.33142
2122,-2047703.83861,-91051000.2777,-21532618.7053,40646748.5401,-220346451.077,199569839.741,160171623.593,-26470789.4622,322689060.405,5989557.99426
21221,-511925.959653,-22762750.0694,-5383154.67632,10161687.135,-55086612.7693,49892459.9353,40042905.8982,-6617697.36555,80672265.1013,1497389.49856
212210,-511925.959653,-22762750.0694,-5383154.67632,10161687.135,-55086612.7693,49892459.9353,40042905.8982,-6617697.36555,80672265.1013,1497389.49856
21222,-511925.959653,-22762750.0694,-5383154.67632,10161687.135,-55086612.7693,49892459.9353,40042905.8982,-6617697.36555,80672265.1013,1497389.49856
212221,-255962.979826,-11381375.0347,-2691577.33816,5080843.56751,-27543306.3846,24946229.9677,20021452.9491,-3308848.68277,40336132.5507,748694.749282
212222,-255962.979826,-11381375.0347,-2691577.33816,5080843.56751,-27543306.3846,24946229.9677,20021452.9491,-3308848.68277,40336132.5507,748694.749282
21223,-511925.959653,-22762750.0694,-5383154.67632,10161687.135,-55086612.7693,49892459.9353,40042905.8982,-6617697.36555,80672265.1013,1497389.49856
212231,-255962.979826,-11381375.0347,-2691577.33816,5080843.56751,-27543306.3846,24946229.9677,20021452.9491,-3308848.68277,40336132.5507,748694.749282
212234,-255962.979826,-11381375.0347,-2691577.33816,5080843.56751,-27543306.3846,24946229.9677,20021452.9491,-3308848.68277,40336132.5507,748694.749282
21229,-511925.959653,-22762750.0694,-5383154.67632,10161687.135,-55086612.7693,49892459.9353,40042905.8982,-6617697.36555,80672265.1013,1497389.49856
212291,-255962.979826,-11381375.0347,-2691577.33816,5080843.56751,-27543306.3846,24946229.9677,20021452.9491,-3308848.68277,40336132.5507,748694.749282
212299,-255962.979826,-11381375.0347,-2691577.33816,5080843.56751,-27543306.3846,24946229.9677,20021452.9491,-3308848.68277,40336132.5507,748694.749282
2123,-2047703.83861,-91051000.2777,-21532618.7053,40646748.5401,-220346451.077,199569839.741,160171623.593,-26470789.4622,322689060.405,5989557.99426
21231,-682567.946204,-30350333.4259,-7177539.56842,13548916.18,-73448817.0257,66523279.9138,53390541.1976,-8823596.48739,107563020.135,1996519.33142
212311,-170641.986551,-7587583.35648,-1794384.89211,3387229.04501,-18362204.2564,16630819.9784,13347635.2994,-2205899.12185,26890755.0338,499129.832855
212312,-170641.986551,-7587583.35648,-1794384.89211,3387229.04501,-18362204.2564,16630819.9784,13347635.2994,-2205899.12185,26890755.0338,499129.832855
212313,-170641.986551,-7587583.35648,-1794384.89211,3387229.04501,-18362204.2564,16630819.9784,13347635.2994,-2205899.12185,26890755.0338,499129.832855
212319,-170641.986551,-7587583.35648,-1794384.89211,3387229.04501,-18362204.2564,16630819.9784,13347635.2994,-2205899.12185,26890755.0338,499129.832855
21232,-682567.946204,-30350333.4259,-7177539.56842,13548916.18,-73448817.0257,66523279.9138,53390541.1976,-8823596.48739,107563020.135,1996519.33142
212321,-170641.986551,-7587583.35648,-1794384.89211,3387229.04501,-18362204.2564,16630819.9784,13347635.2994,-2205899.12185,26890755.0338,499129.832855
212322,-170641.986551,-7587583.35648,-1794384.89211,3387229.04501,-18362204.2564,16630819.9784,13347635.2994,-2205899.12185,26890755.0338,499129.832855
212324,-170641.986551,-7587583.35648,-1794384.89211,3387229.04501,-18362204.2564,16630819.9784,13347635.2994,-2205899.12185,26890755.0338,499129.832855
212325,-170641.986551,-7587583.35648,-1794384.89211,3387229.04501,-18362204.2564,16630819.9784,13347635.2994,-2205899.12185,26890755.0338,499129.832855
21239,-682567.946204,-30350333.4259,-7177539.56842,13548916.18,-73448817.0257,66523279.9138,53390541.1976,-8823596.48739,107563020.135,1996519.33142
212391,-170641.986551,-7587583.35648,-1794384.89211,3387229.04501,-18362204.2564,16630819.9784,13347635.2994,-2205899.12185,26890755.0338,499129.832855
212392,-170641.986551,-7587583.35648,-1794384.89211,3387229.04501,-18362204.2564,16630819.9784,13347635.2994,-2205899.12185,26890755.0338,499129.832855
212393,-170641.986551,-7587583.35648,-1794384.89211,3387229.04501,-18362204.2564,16630819.9784,13347635.2994,-2205899.12185,26890755.0338,499129.832855
212399,-170641.986551,-7587583.35648,-1794384.89211,3387229.04501,-18362204.2564,16630819.9784,13347635.2994,-2205899.12185,26890755.0338,499129.832855
213,-5461059.81426,-242825622.187,-57425745.1151,108401576.853,-587646087.536,532236552.67,427164710.294,-70595445.4243,860585513.908,15973664.673
2131,-5461059.81426,-242825622.187,-57425745.1151,108401576.853,-587646087.536,532236552.67,427164710.294,-70595445.4243,860585513.908,15973664.673
21311,-5461059.81426,-242825622.187,-57425745.1151,108401576.853,-587646087.536,532236552.67,427164710.294,-70595445.4243,860585513.908,15973664.673
213111,-1092211.96285,-48565124.4374,-11485149.023,21680315.3706,-117529217.507,106447310.534,85432942.0588,-14119089.0849,172117102.782,3194732.93461
213112,-1092211.96285,-48565124.4374,-11485149.023,21680315.3706,-117529217.507,106447310.534,85432942.0588,-14119089.0849,172117102.782,3194732.93461
213113,-1092211.96285,-48565124.4374,-11485149.023,21680315.3706,-117529217.507,106447310.534,85432942.0588,-14119089.0849,172117102.782,3194732.93461
213114,-1092211.96285,-48565124.4374,-11485149.023,21680315.3706,-117529217.507,106447310.534,85432942.0588,-14119089.0849,172117102.782,3194732.93461
213115,-1092211.96285,-48565124.4374,-11485149.023,21680315.3706,-117529217.507,106447310.534,85432942.0588,-14119089.0849,172117102.782,3194732.93461
22,0.0,555447000.0,226068000.0,-484868000.0,467945974.428,1202169974.43,144236025.572,39503025.5721,-3900180000.0,83382974.4279
221,0.0,555447000.0,226068000.0,-484868000.0,467945974.428,1202169974.43,144236025.572,39503025.5721,-3900180000.0,83382974.4279
2211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,0.0,555447000.0,226068000.0,-484868000.0,467945974.428,1202169974.43,144236025.572,39503025.5721,-3900180000.0,83382974.4279
