YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,S_NET_INCM_IND,S_NET_INCM,S_NET_INCM_POS_IND,S_NET_INCM_POS,S_NET_INCM_NEG_IND,S_NET_INCM_NEG,a.net_incm_IND,a.net_incm,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,S_PORT_INCM_IND,S_PORT_INCM,S_DIV_INCM_IND,S_DIV_INCM,S_INTRST_INCM_IND,S_INTRST_INCM,S_RYLTS_INCM_IND,S_RYLTS_INCM,S_NET_STCG_LSS_IND,S_NET_STCG_LSS,S_NET_LTCG_LSS_IND,S_NET_LTCG_LSS,S_NET_INCM_RNTL_RE_IND,S_NET_INCM_RNTL_RE,S_NET_INCM_RNTL_RE_POS_IND,S_NET_INCM_RNTL_RE_POS,S_NET_INCM_RNTL_RE_NEG_IND,S_NET_INCM_RNTL_RE_NEG,S_NET_INCM_OTHR_RNTL_IND,S_NET_INCM_OTHR_RNTL,S_NET_INCM_OTHR_RNTL_POS_IND,S_NET_INCM_OTHR_RNTL_POS,S_NET_INCM_OTHR_RNTL_NEG_IND,S_NET_INCM_OTHR_RNTL_NEG,a.comp_tx_bfr_crs_IND,a.comp_tx_bfr_crs,a.incm_tx_IND,a.incm_tx,S_EX_NET_PSV_INCM_TX_IND,S_EX_NET_PSV_INCM_TX
2013,3,11,4,0,13915,0,1905309,0,432952,1,40836,0,0,1,134047,0,0,0,0,0,69474,0,184311,0,0,1,129014,0,3004624,0,2348681,0,0,0,0,0,247629,1,12232,1,7892,1,6764,0,1905309,1,40007,0,202391,0,155136,0,452424,0,272873,1,4,0,782475,0,333905,0,783979,0,-297208,1,38200,0,5379920,0,4784590,0,0,1,17729,0,577601,0,4888055,0,1382841,0,195543,0,365956,0,241002,1,28354,0,349932,0,102913,0,76854,1,1181,0,197400,0,0,1,6195,1,29596,1,13719,0,0,0,1896568,0,491866,0,571478,0,773694,0,202216,0,491866,0,699901,0,208036,0,26411,1,1474,1,2064,1,1011,0,0,1,21863,1,53201,1,53201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,11,3,0,26354,0,858164,0,246120,1,1992,0,0,1,25312,0,0,0,0,1,28352,1,36768,1,8510,1,61663,0,3422838,0,2998218,0,0,0,0,1,900,0,84669,0,70822,1,10080,0,858164,1,64108,0,77897,0,53047,0,3904459,0,207331,1,46511,0,-3495188,0,201405,0,2230077,0,-5879443,1,47226,0,3454498,0,2860783,1,8,1,4949,0,588758,0,3312280,0,568098,0,171231,0,335675,0,149786,1,800,0,239268,0,83336,0,29972,1,12745,0,151850,0,0,0,3753,0,0,1,20563,0,0,0,1545203,0,142218,0,146035,0,559603,0,413568,0,142210,0,559332,0,417123,0,1429,1,55,0,289,1,915,1,-20,1,191,1,2396,1,3221,1,825,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,11,2,0,11026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275617,0,1168407,1,11,1,20550,0,86649,0,1215809,0,421468,1,29147,0,183675,0,52896,1,2324,0,29027,0,47473,1,18904,1,46314,0,35750,0,0,0,23183,1,69,1,603,1,479,0,324499,0,59808,0,61500,0,228239,0,166739,0,59797,0,226564,0,166767,1,1564,1,43,1,596,1,527,1,29,1,369,0,140,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,11,1,0,86842,0,84426155,0,9098513,0,7966113,0,31075,0,11536808,1,184044,1,114338,0,4144839,0,3053879,0,308860,0,9128803,0,76537938,0,55175215,0,1332812,0,168091,0,12678268,0,1141707,0,373217,0,2946830,0,84426155,0,4738151,0,10196542,0,4076959,0,14513919,0,20511254,0,2317534,0,28071797,0,5605964,0,23722482,0,361028,0,1617676,0,120156326,0,108020206,0,21639,0,659168,0,11455313,0,114590393,0,55551391,0,1729845,0,10620092,0,2588795,0,87467,0,4419193,0,2078764,0,1269888,0,176202,0,4566741,1,34422,0,254882,0,193775,0,683970,0,9592,0,30325375,0,5565933,0,7610803,0,10789283,0,3178480,0,5544294,0,9175134,0,3630840,0,1570388,0,297300,0,217758,0,747744,0,6344,0,301242,0,434341,0,458109,0,23768,0,61780,0,64784,1,3004,0,8102,0,8102,0,0
2013,3,21,12,0,85,0,33167984,0,3485491,0,3616236,0,21326,0,581721,0,61080,0,276462,0,1501941,0,1007334,0,43255,0,9571456,0,11445835,0,6975168,0,9691761,0,4462802,0,556437,0,2241246,0,1197870,0,1744894,0,33167984,0,2612002,0,599578,0,1201972,0,535781,0,6179635,0,2396610,0,19642408,0,101808,0,49722039,0,-30038276,0,143164,0,13559078,0,11523568,0,17207,0,129537,0,1888766,0,10302358,0,5468156,0,124239,0,814508,0,67027,0,9643,0,167862,0,346642,0,350069,0,131863,0,1008657,0,94752,0,7447,0,52958,0,179359,0,10788,0,1468386,0,3256720,0,4403258,0,4738915,0,335657,0,3239513,0,3647577,0,408064,0,1063898,0,172790,0,66073,0,144958,0,14586,0,665491,0,9117,0,11293,0,2177,0,90731,0,93859,0,3128,0,1024,0,1024,0,0
2013,3,21,11,0,92,0,6292057,0,859432,0,817226,0,34519,0,143108,0,30557,0,26571,0,288336,0,99906,0,19011,0,1597162,0,2958253,0,1810337,0,1162052,0,526092,0,289237,0,191710,0,80942,0,261387,0,6292057,0,471276,0,205425,0,147442,0,159984,0,653797,0,209438,0,4444695,0,49825,0,241618,0,4335069,0,181818,0,4330307,0,4041822,0,2246,0,29548,0,256692,0,3808550,0,2236197,0,59496,0,317467,0,59529,0,14996,0,50839,0,138804,0,43068,0,11924,0,289676,0,58569,0,3659,0,15330,0,59425,0,6401,0,443168,0,521757,0,684201,0,785924,0,101723,0,519511,0,634836,0,115325,0,153536,0,12683,0,20372,0,40443,0,9062,0,70975,0,10313,0,10997,0,684,0,841,0,1024,0,183,0,1034,0,1034,0,0
2013,3,21,10,0,177,0,6382890,0,1071361,0,1037725,0,8894,0,210391,0,201,1,65978,0,441014,0,221298,1,2328,0,1233091,0,3385620,0,2291284,0,985834,0,509125,0,160045,0,297129,0,91026,0,171206,0,6382890,0,630542,0,168036,0,317118,0,284206,0,890864,0,187016,0,3905109,0,76650,0,830268,0,3185333,0,187142,0,4797761,0,4609898,0,2709,0,44982,0,140172,0,3964646,0,2320543,0,73987,0,401379,0,41661,0,6077,0,73630,0,137335,0,34701,0,23210,0,294201,0,91654,0,9700,0,18966,0,55329,1,260,0,382015,0,833115,0,962318,0,1098503,0,136186,0,830406,0,1004581,0,174175,0,123377,0,11834,0,18768,0,64125,0,1253,0,27398,0,8029,0,8840,1,812,0,507,1,2038,1,1531,0,27,0,27,0,0
2013,3,21,9,0,446,0,7027230,0,1690042,0,1277318,0,14420,0,230266,1,24424,1,87318,0,370963,0,192160,0,0,0,1268359,0,4993862,0,3806736,0,761775,0,401871,0,176013,0,544143,0,400448,0,34060,0,7027230,0,778998,0,546633,0,560639,0,311959,0,757561,0,409648,0,3661792,0,27865,0,1312619,0,2405685,0,84377,0,6817499,0,6436047,0,4571,0,101850,0,275030,0,5786436,0,3212168,0,98085,0,536791,0,96092,0,15066,0,108336,0,182701,0,56545,0,22564,0,354586,0,40678,0,6808,0,20229,0,85649,1,416,0,949722,0,1031063,0,1239032,0,1390705,0,151673,0,1026492,0,1186866,0,160375,0,194798,0,11378,0,20430,0,63577,0,2513,0,96900,0,16535,0,17964,1,1429,1,1208,1,1394,1,187,1,39,1,39,0,0
2013,3,21,8,0,698,0,4779110,0,852190,0,969016,1,1016,0,91822,0,0,1,749,0,485915,1,160209,0,0,0,882092,0,3763955,0,2857764,0,293161,0,196631,0,83607,0,263299,0,134793,0,123300,0,4779110,0,392955,0,211223,0,473819,0,696586,0,807021,1,71045,0,2126462,0,55428,0,386895,0,1744648,1,60509,0,6612066,0,6409140,0,0,0,21654,0,181271,0,5756641,0,3134622,0,95111,0,657089,0,55321,1,13485,0,157957,0,228410,0,31632,0,7845,0,406897,1,3247,0,14536,0,18644,0,50409,0,0,0,881436,0,855425,0,1152597,0,1211004,1,58407,0,855425,0,921772,1,66347,0,294334,1,1768,0,43809,0,247521,1,108,1,1128,1,1501,1,1708,1,207,1,1337,1,1337,0,0,0,0,0,0,0,0
2013,3,21,7,0,2139,0,5625792,0,1364645,0,837349,0,0,0,326412,0,0,0,0,0,146008,0,151178,0,0,0,736170,0,6266298,0,5047921,0,406874,0,212585,0,485450,0,178742,0,132157,0,119330,0,5625792,0,230212,0,245374,0,616160,0,444991,0,1083511,1,232739,0,2772805,0,76477,0,301609,0,2542813,1,148094,0,9518316,0,9294772,1,90,0,29757,0,193697,0,7977111,0,3684357,0,316404,0,1029094,0,298153,1,10029,0,330492,0,304109,0,90758,1,18500,0,284611,1,41404,0,28802,0,35530,0,59198,0,0,0,1445672,0,1541205,0,1594007,0,1669328,1,75321,0,1541115,0,1642380,1,101266,0,53685,1,2119,0,3551,0,46382,1,-619,1,2252,1,-808,1,1373,1,2181,1,16,1,16,0,0,0,0,0,0,0,0
2013,3,21,6,0,2183,0,1602907,0,546933,0,257002,1,1389,1,142290,0,0,0,0,1,101972,1,16517,0,0,1,89695,0,2145752,0,1809836,1,86186,1,50352,1,3654,1,46811,1,14947,1,42617,0,1602907,1,51809,1,33177,0,317528,1,261896,1,274578,1,6115,0,657803,0,27730,1,421045,0,225501,1,16472,0,4013454,0,4016998,0,0,1,6946,0,-10490,0,3457540,0,1310559,0,269029,0,593704,0,85944,1,4468,0,89436,0,138205,0,26205,1,3119,0,146167,1,5443,0,21466,1,10122,1,88013,0,0,0,665658,0,555914,0,562154,0,700610,1,138457,0,555914,0,697416,1,141502,0,4807,0,0,0,2014,1,2226,0,0,1,567,1,884,1,884,0,0,1,547,1,547,0,0,0,0,0,0,0,0
2013,3,21,5,0,2357,0,880295,0,189551,1,265263,0,0,1,41728,0,0,0,0,1,41255,0,0,0,0,1,7511,0,1023463,0,921760,1,50929,1,10518,1,12048,1,19925,1,5625,1,166524,0,880295,1,12380,1,119158,1,166562,1,741718,1,124361,1,1,0,-283885,1,19306,1,36796,0,-217731,1,122256,0,2053509,0,2017317,0,0,1,7799,1,28393,0,1705247,1,876930,1,158612,1,95682,1,22679,0,0,1,36191,0,68831,1,19798,1,19,1,28673,1,1709,1,1872,1,16008,1,9818,0,0,0,368426,0,348262,0,334493,0,483181,1,148688,0,348262,0,479547,1,131285,1,-11763,0,0,1,740,1,5484,0,0,1,-17987,1,-2016,0,0,1,2016,1,10,1,10,0,0,0,0,0,0,0,0
2013,3,21,4,0,2520,0,442564,0,257146,1,58539,0,0,1,1438,0,0,0,0,1,10027,1,2653,0,0,1,7692,0,1161785,0,1094324,1,41037,1,31481,1,1078,1,15398,1,9778,1,21355,0,442564,1,22906,1,31144,1,16078,1,116664,1,40085,4,,0,215687,0,3416,1,4286,0,299407,1,91423,0,2273441,0,2249271,4,,1,4077,1,20092,0,1938723,1,754646,1,147315,1,395640,1,74488,0,0,1,72737,0,75699,1,4995,1,2207,1,30026,1,4547,1,1385,1,15554,1,30973,0,0,0,328511,0,334718,0,348600,0,358225,1,9625,0,334718,0,344343,1,9625,1,13882,1,4491,1,4641,1,2787,1,-730,1,2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,21,3,0,8824,0,301856,0,105108,1,18765,0,0,0,0,0,0,0,0,0,0,1,33051,0,0,1,25137,0,1687833,0,1638253,1,25631,1,862,1,22361,1,19517,1,19370,1,22939,0,301856,1,3842,1,3097,1,48964,1,151737,1,196071,1,44152,0,-146006,0,105613,1,103845,0,-355464,0,0,0,2330117,0,2329988,0,0,0,0,1,129,0,2148596,1,272514,0,153651,1,516915,1,86151,0,0,0,143874,0,81086,1,11934,0,0,0,64638,1,11726,1,1682,0,0,1,67914,0,0,0,736509,0,181521,0,202872,0,299120,1,96248,0,181521,0,282548,1,101027,1,20237,0,0,1,106,1,20131,0,0,0,0,0,0,0,0,0,0,1,1113,1,1113,0,0,0,0,0,0,0,0
2013,3,21,2,0,4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957090,0,775504,0,1,0,96164,0,85421,0,681912,1,227486,1,29900,0,114419,0,10248,1,845,0,13943,0,22761,0,3964,1,704,0,20723,1,73,0,5162,1,1786,0,32482,0,0,0,197415,0,275178,0,405282,0,499192,1,93910,0,275177,0,375076,0,99899,0,128837,0,3,0,645,1,20091,0,-5,1,108104,0,1268,0,1268,0,0,4,,4,,0,0,0,0,0,0,0,0
2013,3,21,1,0,23992,0,66502685,0,10421899,0,9154438,0,81564,0,1769178,1,116261,0,457076,0,3387430,0,1884305,1,64594,0,15418364,0,38832655,0,28253383,0,13505240,0,6402318,0,1789931,0,3817920,0,2086956,0,2707613,0,66502685,0,5206921,0,2162845,0,3866281,0,3705522,0,11007484,0,3556762,0,36996870,0,544119,0,53361020,0,-15873015,0,1035254,0,57262639,0,53704325,0,26825,0,472315,0,3059174,0,47527760,0,23498179,0,1525830,0,5472689,0,897293,0,74608,0,1245297,0,1724583,0,673671,0,221955,0,2928855,0,353801,0,102519,0,205127,0,718568,0,17866,0,7866920,0,9734878,0,11888813,0,13234707,0,1345893,0,9708053,0,11216942,0,1508889,0,2039628,0,217067,0,181150,0,657724,0,26167,0,957520,0,44822,0,54327,0,9505,0,96310,0,101338,0,5028,0,2123,0,2123,0,0
2013,3,22,12,0,8,0,2760173,0,530148,0,898795,0,9969,0,90232,0,0,0,0,0,119130,0,26707,0,0,0,540506,0,662683,0,353479,0,50537,0,21660,0,46504,0,190266,0,107873,0,97647,0,2760173,0,490614,0,36745,0,155804,0,0,0,307531,0,14172,0,1755306,0,685,0,568098,0,1188491,0,1969,0,5120133,0,5145734,0,16,0,961,0,-26578,0,5142737,0,4609214,0,11245,0,211557,0,16287,0,7530,0,32920,0,20731,0,15087,0,3341,0,37514,0,0,0,3290,0,2221,0,3422,0,32,0,168346,0,-22604,0,-15991,0,55443,0,71434,0,-22619,0,51450,0,74069,0,6167,0,2983,0,3268,0,738,0,276,0,-1098,0,58,0,75,0,17,0,403,0,403,0,0,0,0,0,0,0,0
2013,3,22,11,0,7,0,518684,0,23082,0,63883,0,266,0,42880,0,0,0,0,0,60362,0,3617,0,0,0,46814,0,336069,0,105578,0,0,0,0,0,38837,0,5514,0,2789,0,6260,0,518684,0,38449,0,13614,0,24012,0,0,0,294206,0,110135,0,38268,0,4749,0,124837,0,-82063,0,9255,0,123719,0,105919,0,0,0,27,0,17773,0,111526,0,34325,0,5412,0,23282,0,1057,0,2580,0,1637,0,11367,0,744,0,510,0,7950,0,0,0,374,0,921,0,2365,0,0,0,19001,0,12193,0,15345,0,18125,0,2780,0,12193,0,14767,0,2574,0,639,0,448,0,150,0,18,0,10,0,14,0,2408,0,2815,0,408,0,105,0,105,0,0,0,0,0,0,0,0
2013,3,22,10,1,5,1,195845,1,12128,1,159618,1,4786,0,1817,0,0,0,0,1,39583,0,1593,0,0,0,0,1,17612,1,13827,0,0,0,0,0,233,0,17,0,17,0,-18125,1,195845,1,117152,1,232353,0,17405,1,40605,0,0,1,-89834,1,-121836,1,3,1,13592,1,-134874,0,556,1,536697,1,528761,0,0,0,35,1,7902,1,503613,1,432319,1,5337,1,26121,1,18,1,1034,1,2291,1,4651,1,15690,1,631,1,344,0,0,1,268,1,1215,1,3574,0,0,1,10119,1,33085,1,33410,1,33410,0,0,1,33085,1,33085,0,0,1,326,4,,1,261,0,56,4,,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,22,9,1,19,1,308890,1,39229,1,114856,1,21487,1,10735,0,0,0,0,1,4422,1,1131,0,0,1,69101,1,179922,1,105691,0,0,0,0,1,975,0,499,0,11,1,15209,1,308890,1,76443,0,3695,1,39154,0,0,1,34746,1,20762,1,134092,1,9399,1,61317,1,63375,0,0,1,793393,1,802166,0,0,1,55,1,-8828,1,775643,1,658678,1,3459,1,33648,1,3700,1,76,1,2108,1,7082,1,1139,1,-85,1,8396,0,0,1,36324,1,136,1,1271,0,0,1,19711,1,17750,1,34534,1,39617,1,5083,1,17750,1,34789,1,17039,1,16784,1,79,1,435,5,,1,57,1,16212,0,0,0,0,0,0,5,,5,,0,0,0,0,0,0,0,0
2013,3,22,8,1,148,1,1035423,1,157585,1,80304,1,149,1,36916,0,0,0,0,1,51345,1,39885,0,0,1,102928,1,1120604,1,646300,0,0,0,0,1,52210,1,446579,1,424589,1,18105,1,1035423,1,32877,1,79582,1,34886,1,2732,1,349005,1,66532,1,469808,1,4702,1,287066,1,185647,1,7607,1,1002725,1,953503,0,0,0,44,1,49179,1,826679,1,444295,1,31092,1,44068,1,28781,1,2178,1,33861,1,31481,1,14875,1,28274,1,63523,0,0,1,419,1,4141,1,14346,0,0,1,85346,1,176046,1,186056,1,186321,1,266,1,176046,1,176312,1,266,1,3759,1,93,1,2015,0,0,0,0,1,1651,1,1568,1,1568,0,0,1,4683,1,4683,0,0,0,0,0,0,0,0
2013,3,22,7,1,69,1,204078,1,3345,1,5979,1,285,1,2,0,0,0,0,1,5267,0,0,0,0,1,185183,1,10401,1,5866,0,0,0,0,0,0,1,88,1,35,0,0,1,204078,1,3599,1,31430,1,1079,1,5320,1,3757,0,0,1,158894,1,4231,0,0,1,154663,0,0,1,56380,1,56370,0,0,0,0,1,10,1,35658,1,28232,0,0,1,2953,1,796,0,0,1,113,1,811,1,239,1,8,1,397,0,0,0,0,1,5,1,56,0,0,1,2047,1,20722,1,20764,1,21320,1,557,1,20722,1,21279,1,557,1,42,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,22,6,1,360,1,329461,1,137546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,523038,1,360080,0,0,0,0,1,28957,1,228,1,228,0,0,1,329461,0,0,1,53095,1,40782,0,0,1,88973,0,0,1,146611,1,542,1,4504,1,195918,1,54353,1,409494,1,406635,0,0,0,0,1,2859,1,378598,1,200260,1,36808,1,14580,1,4783,0,0,1,13406,1,14393,1,6033,0,0,1,30778,0,0,1,626,0,0,1,6426,0,0,1,50507,1,30896,1,31556,1,31556,0,0,1,30896,1,30896,0,0,1,660,0,0,1,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,22,5,1,952,1,336897,1,90595,1,17654,0,0,1,4961,0,0,0,0,1,412,0,0,0,0,0,0,1,509821,1,287742,0,0,0,0,0,0,0,0,0,0,1,1195,1,336897,1,20711,1,20619,1,10302,0,0,0,0,1,110923,1,174343,1,7994,1,127570,1,38779,0,0,1,253820,1,253723,0,0,0,0,1,96,1,223374,1,36409,1,3870,0,0,1,4114,1,1545,1,675,1,8608,1,2855,0,0,1,12466,0,0,1,848,0,0,0,0,0,0,1,151984,1,30445,1,30445,1,74490,1,44045,1,30445,1,74490,1,44045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,22,4,1,388,1,61692,1,4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59583,1,37702,0,0,0,0,0,0,1,43892,1,8291,0,0,1,61692,0,0,1,3363,0,0,1,2557,1,4765,0,0,1,51007,1,388,1,30621,1,19998,0,0,1,28194,1,28194,0,0,0,0,0,0,1,22004,1,1419,0,0,0,0,1,179,0,0,1,1492,0,0,0,0,1,2926,1,11251,0,0,0,0,0,0,0,0,0,0,1,4737,1,6190,1,6190,1,6190,0,0,1,6190,1,6190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,22,3,1,1955,1,85880,1,15500,0,0,0,0,0,0,0,0,0,0,1,18051,1,3953,0,0,0,0,1,187482,1,139380,0,0,0,0,0,0,0,0,0,0,1,273,1,85880,0,0,0,0,1,8794,1,32378,1,34089,0,0,1,10620,1,16669,1,7611,1,-13660,0,0,1,574411,1,574411,0,0,0,0,0,0,1,522311,1,159603,1,92599,1,20458,1,1737,0,0,1,39749,1,13110,1,1172,0,0,1,10590,0,0,1,11850,1,6151,0,0,0,0,1,165292,1,52100,1,52103,1,52250,1,148,1,52100,1,52247,1,148,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,22,1,0,3911,0,5837024,0,1013368,0,1341089,0,36942,0,187543,0,0,0,0,0,298572,0,76886,0,0,0,944531,0,3607216,0,2055644,0,50537,0,21660,0,167715,0,687083,0,543833,0,120564,0,5837024,0,779845,0,474495,0,332218,1,83592,0,1117071,0,232691,0,2817112,0,49362,0,1225215,0,1616275,1,73740,0,8898965,0,8855416,0,16,0,1122,0,42412,0,8542142,0,6604754,0,189821,0,376667,0,61452,0,14942,0,128252,0,112233,0,57834,0,35605,0,183208,0,0,0,53999,0,14791,0,31461,0,32,0,677090,0,356823,0,394411,0,518723,1,124312,0,356807,0,495504,0,138696,0,28380,0,3603,0,6833,1,813,0,343,0,16787,1,4033,1,4458,0,425,1,5191,1,5191,0,0,0,0,0,0,0,0
2013,3,23,12,0,262,0,78764580,0,10095014,0,22225644,0,97336,0,4234815,0,149179,0,406014,0,9011016,0,234733,0,128749,0,19478932,0,19621869,0,11219825,0,333224,0,85334,0,2028933,0,966703,0,257287,0,1509538,0,78764580,0,15754567,0,1867716,0,21577241,0,670752,0,7458046,0,2345768,0,29090491,0,550683,0,3396569,0,26584143,0,1440903,0,124439108,0,122134883,0,51335,0,183247,0,2069642,0,118764967,0,105511968,0,1144113,0,3782404,0,176777,0,38251,0,1428871,0,1010182,0,245393,0,72031,0,1286755,0,19159,0,76841,0,452496,0,854393,0,7152,0,2658181,0,5674141,0,6385954,0,6864038,0,478084,0,5622805,0,6197333,0,574527,0,707978,0,110434,0,250302,0,19794,0,20349,0,307099,0,-2750,0,70708,0,73458,0,57922,0,62956,0,5035,0,1465,0,540,0,0
2013,3,23,11,0,404,0,27613000,0,4421632,0,9563932,0,44698,0,2237905,0,20389,0,100954,0,3207161,0,227328,0,93633,0,2622632,0,8814519,0,5353798,0,24602,0,5896,0,802514,0,276253,0,64939,0,668877,0,27613000,0,6250768,0,1789359,0,4231558,0,614552,0,3416088,0,856710,0,10453965,0,369732,0,1845771,0,8588503,0,350040,0,53071735,0,52712795,0,14556,0,69957,0,274427,0,51271580,0,44834385,0,557628,0,1755479,0,103421,0,28878,0,711742,0,553293,0,127877,0,13778,0,604330,0,4376,0,72063,0,162845,0,647232,0,2239,0,1092014,0,1800155,0,2121492,0,2359304,0,237812,0,1785599,0,2076117,0,290518,0,325961,0,25161,0,47977,0,1979,0,214,0,250630,0,4888,0,24399,0,19511,0,5044,0,5081,0,37,0,1537,0,1304,0,0
2013,3,23,10,0,967,0,33099745,0,5141752,0,11652206,0,57041,0,2710082,1,92583,0,98721,0,3707958,0,337373,0,161766,0,2941685,0,12181155,0,7831172,1,40283,1,5826,0,1050174,0,187067,0,61452,0,752433,0,33099745,0,7435323,0,1722299,0,4541224,0,1080930,0,4850627,0,820729,0,12648612,0,302699,0,2927009,0,9796762,0,377858,0,63574965,0,63234484,0,12359,0,60079,0,268043,0,61601165,0,53270211,0,807497,0,2100387,0,147032,0,49286,0,833833,0,772537,0,218671,0,25234,0,820236,0,3525,0,97082,0,290855,0,707783,0,3725,0,1453271,0,1973799,0,2188041,0,2654872,0,466831,0,1961441,0,2467928,0,506487,0,188387,0,57974,0,76484,0,8096,0,9021,0,36812,0,47134,0,58536,0,11402,0,-8921,0,1250,1,10171,1,587,1,416,0,0
