,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix
20,Household appliances,0.0,EO71,0.0,0.10191280606074973,0.12825160919332734,0.11950975016227053,Equipment,-0.32263941006231184,0.13274164060899493,0.08712610250183139,-0.2515615822328189,0.1172275357234799,0.07457263786415122,Office and Residential Equipment,-0.005317905827461618,0.008877418213331496,0.0042384708191601506,corporate,-0.005317905827461618,0.008877418213331496,0.0042384708191601506,-0.005317905827461611,0.00887741821333149,0.0042384708191601506,-0.04213763054844111,-0.07393109338456727,-0.06414788627532853
21,Service industry machinery,0.0,EO60,0.0,0.10565187416417843,0.1358319008418669,0.1258224524063249,Equipment,-0.2414553265719085,0.16196858118173083,0.12257718589975605,-0.1882624443778902,0.14303859398944396,0.10491579253550462,Other Equipment,-0.004167423334098929,0.011209815643651352,0.006180840740407666,corporate,-0.004167423334098929,0.011209815643651352,0.006180840740407666,-0.004167423334098919,0.011209815643651366,0.006180840740407673,-0.05745953481148969,-0.0987582023363156,-0.08624035868520852
22,Other electrical,0.0,EO72,0.0,0.10872883225333371,0.14112040257697642,0.13044062361391764,Equipment,-0.17993462865576798,0.18121939719494154,0.14696963319908274,-0.14029482596183043,0.16003948166524293,0.1257936820179918,Other Equipment,-0.0032206669989742476,0.012837046946761979,0.007601816496590058,corporate,-0.0032206669989742476,0.012837046946761979,0.007601816496590058,-0.0032206669989742476,0.012837046946761993,0.007601816496590058,-0.05745953481148969,-0.09875820233631516,-0.08624035868520852
23,Other,0.0,EO80,0.0,0.10509882614161792,0.13488135314437955,0.12499238895397963,Equipment,-0.2529995477227351,0.15841208496275191,0.11805898939419533,-0.197263460520917,0.1398977612737413,0.10104859519586498,Other Equipment,-0.00433759195642525,0.010917339429039878,0.005925436601224514,corporate,-0.00433759195642525,0.010917339429039878,0.005925436601224514,-0.004337591956425246,0.010917339429039885,0.005925436601224521,-0.05745953481148969,-0.09875820233631527,-0.08624035868520852
24,Nuclear fuel,0.0,EI11,0.0,0.10818077860483027,0.13924885933428172,0.12905174824572563,Equipment,-0.19056858866725263,0.17450868574712983,0.13976368661601302,-0.14858611252652187,0.1541130808586146,0.11962599599076038,Other Industrial Equipment,-0.003389298890821457,0.0122611874874713,0.007174470229454055,corporate,-0.003389298890821457,0.0122611874874713,0.007174470229454055,-0.003389298890821457,0.012261187487471292,0.007174470229454055,-0.042137630548440885,-0.07393109338456705,-0.06414788627532819
25,Other fabricated metals,0.0,EI12,0.0,0.09950801340446,0.1252721800570562,0.11660120205390892,Equipment,-0.3790246592741447,0.12068814176433819,0.06990595293509572,-0.29552509711645014,0.10658278280403187,0.05983363381447844,Other Industrial Equipment,-0.006057842029396927,0.007960670786786528,0.00334353293966428,corporate,-0.006057842029396927,0.007960670786786528,0.00334353293966428,-0.006057842029396923,0.007960670786786528,0.0033435329396642732,-0.05745953481148969,-0.09875820233631538,-0.08624035868520841
26,Metalworking machinery,0.0,EI30,0.0,0.10260508233079924,0.1305952471629836,0.12124955738704166,Equipment,-0.30703598219913913,0.14199327279866494,0.09715245980955843,-0.23939560721830558,0.12539788858366258,0.0831543589687995,Other Industrial Equipment,-0.005104897744369452,0.009598537588610352,0.004773796119089742,corporate,-0.005104897744369452,0.009598537588610352,0.004773796119089742,-0.005104897744369452,0.009598537588610345,0.004773796119089735,-0.057459534811489354,-0.09875820233631516,-0.0862403586852083
27,Electric transmission and distribution,0.0,EI60,0.0,0.10365563896861356,0.13691970416747576,0.12566238303604169,Equipment,-0.28386633511581866,0.16600191698186842,0.12170915816347147,-0.221330259656052,0.14660053592737854,0.10417283358089478,Other Industrial Equipment,-0.004781649548118903,0.011544524359223318,0.00613158862647438,corporate,-0.004781649548118903,0.011544524359223318,0.00613158862647438,-0.004781649548118896,0.011544524359223318,0.00613158862647438,-0.1253531865577009,-0.19851695326706698,-0.1777281033178525
28,Farm tractors,0.0,EO21,0.0,0.10488766235118577,0.13451841675079373,0.12467545563581142,Equipment,-0.2574482797536688,0.15704617383965572,0.11632274527004247,-0.20073213184168148,0.138691490247986,0.09956251581670891,Other Industrial Equipment,-0.004402565430404376,0.01080566669255191,0.005827918657172748,corporate,-0.004402565430404376,0.01080566669255191,0.005827918657172748,-0.004402565430404376,0.010805666692551924,0.005827918657172748,-0.05745953481148969,-0.09875820233631527,-0.08624035868520852
29,Construction tractors,0.0,EO22,0.0,0.10178744660986813,0.12803166419050835,0.11931891020060148,Equipment,-0.32549410185816313,0.13186314532820675,0.08601401170916725,-0.25378738218953434,0.11645171408650878,0.07362078139895867,Other Industrial Equipment,-0.005356477966194425,0.008809742827848722,0.004179750830954315,corporate,-0.005356477966194425,0.008809742827848722,0.004179750830954315,-0.005356477966194428,0.008809742827848716,0.004179750830954315,-0.04213763054844111,-0.07393109338456705,-0.0641478862753283
30,Other agricultural machinery,0.0,EO30,0.0,0.10214253307556673,0.12980024363417617,0.12055532249962558,Equipment,-0.31743140988569096,0.13887715760143582,0.09317569826544277,-0.24750091039968308,0.1226459676044902,0.07975058455463716,Other Industrial Equipment,-0.0052472205921333115,0.009353921118208056,0.00456018538450019,corporate,-0.0052472205921333115,0.009353921118208056,0.00456018538450019,-0.0052472205921333115,0.009353921118208042,0.004560185384500176,-0.05745953481148969,-0.09875820233631538,-0.08624035868520841
31,Other construction machinery,0.0,EO40,0.0,0.10117539752615191,0.12695781505909737,0.11838716215245232,Equipment,-0.3395625254031234,0.1275483372427867,0.08054890120358754,-0.2647565160774501,0.11264119677895591,0.068943105077886,Other Industrial Equipment,-0.005544800761184018,0.0084793277104915,0.003893059123831484,corporate,-0.005544800761184018,0.0084793277104915,0.003893059123831484,-0.005544800761184021,0.00847932771049148,0.003893059123831477,-0.04213763054844111,-0.07393109338456727,-0.06414788627532864
32,Mining and oilfield machinery,0.0,EO50,0.0,0.10537032244360231,0.13534798565041883,0.12539987464876723,Equipment,-0.24731310577964394,0.1601617655255254,0.12028225658370453,-0.19282974818489823,0.14144294890089576,0.10295152548010483,Other Industrial Equipment,-0.004254054632737748,0.011060918661667342,0.006050816815005321,corporate,-0.004254054632737748,0.011060918661667342,0.006050816815005321,-0.004254054632737758,0.011060918661667335,0.006050816815005328,-0.05745953481148958,-0.09875820233631516,-0.0862403586852083
33,Steam engines,0.0,EI21,0.0,0.1040066278909751,0.13747555163662348,0.12616002172533192,Equipment,-0.2762586836501701,0.16804792644922287,0.12440268967585008,-0.21539858243346857,0.14840741918439188,0.10647827069193816,Transportation Equipment,-0.004673652956623045,0.01171555434973029,0.006284708223179052,corporate,-0.004673652956623045,0.01171555434973029,0.006284708223179052,-0.004673652956623045,0.01171555434973029,0.0062847082231790585,-0.1253531865577009,-0.19851695326706686,-0.17772810331785227
34,Internal combustion engines,0.0,EI22,0.0,0.1110315231109041,0.14507813753560414,0.13389670598822745,Equipment,-0.13669561955619164,0.19505722445443607,0.16443697864935292,-0.10658141958916226,0.17226002061560913,0.1407442650155917,Transportation Equipment,-0.0025121467351064235,0.014054811549416672,0.008665226457916127,corporate,-0.0025121467351064235,0.014054811549416672,0.008665226457916127,-0.002512146735106413,0.01405481154941668,0.00866522645791612,-0.057459534811489354,-0.09875820233631516,-0.08624035868520841
35,Light trucks (including utility vehicles),0.0,ET11,0.0,0.102465862461698,0.12922195479399987,0.12035169116963423,Equipment,-0.3101521705191304,0.1365962247000706,0.09200321472977335,-0.24182529571842096,0.1206316174582141,0.07874703696560875,Transportation Equipment,-0.005147734627169838,0.009175986090461483,0.004497529590656697,corporate,-0.005147734627169838,0.009175986090461483,0.004497529590656697,-0.005147734627169831,0.009175986090461469,0.00449752959065669,-0.042137630548440885,-0.07393109338456727,-0.06414788627532853
36,"Other trucks, buses and truck trailers",0.0,ET12,0.0,0.10246586246169806,0.12922195479399984,0.12035169116963415,Equipment,-0.3101521705191297,0.13659622470007035,0.09200321472977305,-0.24182529571842043,0.1206316174582139,0.07874703696560849,Transportation Equipment,-0.005147734627169824,0.009175986090461469,0.004497529590656683,corporate,-0.005147734627169824,0.009175986090461469,0.004497529590656683,-0.005147734627169831,0.009175986090461441,0.00449752959065669,-0.04213763054844111,-0.07393109338456705,-0.0641478862753283
37,Autos,0.0,ET20,0.0,0.1143233916980291,0.15002616447241682,0.1384029063675116,Equipment,-0.07865270741232333,0.2117131957689081,0.18626604296493124,-0.06132542679679989,0.1869693346132261,0.15942811361406045,Transportation Equipment,-0.001499264092914121,0.01557728137612828,0.010051749651542041,corporate,-0.001499264092914121,0.01557728137612828,0.010051749651542041,-0.001499264092914121,0.015577281376128294,0.010051749651542041,-0.042137630548440996,-0.07393109338456727,-0.06414788627532853
38,Aircraft,0.0,ET30,0.0,0.0960799045520818,0.11801769759156858,0.11063007900460825,Equipment,-0.4657847127240921,0.08988945806206426,0.032639425763438895,-0.3631718124270735,0.07938367800631838,0.027936611505141234,Transportation Equipment,-0.007112644753205596,0.005728522335867264,0.0015062643091102446,corporate,-0.007112644753205596,0.005728522335867264,0.0015062643091102446,-0.00711264475320561,0.005728522335867264,0.0015062643091102446,-0.042137630548440996,-0.07393109338456727,-0.06414788627532819
39,Ships and boats,0.0,ET40,0.0,0.0994909353194483,0.12687507773212295,0.11758364478451203,Equipment,-0.379437703204654,0.12721411201990956,0.07578807623064147,-0.2958471470007792,0.1123460339417726,0.06486823811554657,Transportation Equipment,-0.006063096824785133,0.008453870071422454,0.0036458230106190814,corporate,-0.006063096824785133,0.008453870071422454,0.0036458230106190814,-0.006063096824785133,0.008453870071422454,0.0036458230106190814,-0.0789663350514731,-0.13182237127083107,-0.11614906136759662
40,Railroad equipment,0.0,ET50,0.0,0.09620983610628045,0.11960345924295168,0.11165100546537787,Equipment,-0.4623489979575605,0.09680462085409357,0.039202309333037186,-0.3604929895188541,0.08549063502084064,0.03355388951628553,Transportation Equipment,-0.007072665813452162,0.006216448997831296,0.001820395527808584,corporate,-0.007072665813452162,0.006216448997831296,0.001820395527808584,-0.007072665813452159,0.006216448997831303,0.001820395527808577,-0.0574595348114898,-0.09875820233631538,-0.0862403586852083
41,Theatrical movies,0.0,AE10,0.0,0.10593099999999989,0.15014999999999998,0.13599991999999997,Intellectual Property,-0.23568709495444956,0.21212121212121213,0.17475472385883054,-0.18376496072549595,0.18732966428292167,0.1495753897300799,Intellectual Property,-0.00408153846153848,0.015615384615384614,0.009312369230769224,corporate,-0.00408153846153848,0.015615384615384614,0.009312369230769224,-0.004081538461538484,0.015615384615384614,0.009312369230769224,-0.08922261484098937,-0.19205298013245042,-0.1652364222772562
42,Long-lived television programs,0.0,AE20,0.0,0.10593099999999998,0.1501500000000001,0.13599992000000008,Intellectual Property,-0.23568709495444945,0.2121212121212126,0.17475472385883117,-0.18376496072549595,0.18732966428292208,0.14957538973008042,Intellectual Property,-0.00408153846153847,0.015615384615384635,0.009312369230769252,corporate,-0.00408153846153847,0.015615384615384635,0.009312369230769252,-0.00408153846153847,0.015615384615384642,0.009312369230769252,-0.05366631243358133,-0.12831858407079644,-0.10730047123943465
