YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,RTND_ERNGS_APPR_IND,RTND_ERNGS_APPR,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,INTRST_IND,INTRST,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,COMP_GRS_RNTS_IND,COMP_GRS_RNTS,GRS_RYLTS_IND,GRS_RYLTS,D_NET_STCG_IND,D_NET_STCG,D_NET_LTCG_TOT_IND,D_NET_LTCG_TOT,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_DIV_DOM_CORP_IND,COMP_DIV_DOM_CORP,COMP_DIV_FRN_CORP_IND,COMP_DIV_FRN_CORP,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,CNTRBTNS_IND,CNTRBTNS,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,DP_PROD_ACTVTY_DED_IND,DP_PROD_ACTVTY_DED,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,COMP_TXBL_INCM_RFC_IND,COMP_TXBL_INCM_RFC,NET_INCM_IND,NET_INCM,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,NET_INCM_S_IND,NET_INCM_S,COMP_TOT_STAT_SPCL_DED_IND,COMP_TOT_STAT_SPCL_DED,NOLD_IND,NOLD,COMP_DIV_RCVD_DED_IND,COMP_DIV_RCVD_DED,COMP_INCM_SBJ_TX_TOT_IND,COMP_INCM_SBJ_TX_TOT,COMP_TX_BFR_CRS_IND,COMP_TX_BFR_CRS,INCM_TX_IND,INCM_TX,ALT_MIN_TX_IND,ALT_MIN_TX,FRN_TX_CR_IND,FRN_TX_CR,GEN_BUS_CR_IND,GEN_BUS_CR,MIN_TX_CR_IND,MIN_TX_CR,COMP_TX_AFTR_CRS_IND,COMP_TX_AFTR_CRS,(cash_dist + prpty_dist)_IND,(cash_dist + prpty_dist),STCK_DIST_IND,STCK_DIST
2013,1,1,3,0,3825213,0,382821811,0,108265203,0,35264489,0,1444196,0,38055861,0,24013,0,72972,0,20266727,0,26830969,0,1513861,0,16247363,0,446577947,0,348191454,0,677833,0,256236,0,13381784,0,41710388,0,23974013,0,7798299,0,382821811,0,36700247,0,32571876,0,48619719,0,129697063,0,91567501,0,17386560,0,26278846,0,56340611,0,127399182,0,1694424,0,-143774489,0,15380883,0,1895521859,0,1851004521,0,532847,0,35880,0,904381,0,198733,0,62386,0,1363887,0,2325870,0,163206,0,21491,0,38908658,0,1787252223,0,706716982,0,188649964,0,292662229,0,17859942,0,1971605,0,85803708,0,56760331,0,9042974,0,195855,0,2477443,0,21830538,0,63452,0,18910046,0,14111363,0,19763941,0,53233,0,900145,0,349475218,0,108269637,1,14358,0,108248115,0,145900605,0,37652490,0,110513970,0,5890944,0,5719528,0,115203,0,6980623,0,1417761,0,1420366,0,6192,0,11105,0,40043,1,2129,0,1364483,0,2350379,1,15498
2013,1,1,2,0,1095574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526609311,0,418612718,0,26498782,0,383367,0,4401643,0,2307922,0,1034728,0,16872577,0,4464615,0,220253,0,16450444,0,35362262,0,483924958,0,224416848,0,13736506,0,52188995,0,4320638,0,4415101,0,15697178,0,10954992,0,26807984,0,114820,0,4088204,0,10662872,0,374646,0,4327118,0,1816911,0,5399895,0,231582,0,3297802,0,100803177,0,42684353,0,4038706,0,46339692,0,82043782,0,35704090,0,9686159,0,21896928,0,11259007,0,176399,0,43388307,0,15082686,0,14893677,0,87841,0,3940783,0,72279,0,23252,0,11044109,0,32250154,1,43359
2013,1,1,1,0,5887804,0,88213707424,0,4871262451,0,12714009753,0,222931615,0,1835614456,0,2957594592,0,1869353240,0,5503870109,0,305317396,0,7533462429,0,34757775536,0,11210170410,0,5446272787,0,922340015,0,399582907,0,601230878,0,5432779593,0,1003037060,0,4770750937,0,88213707424,0,5062710870,0,3682479405,0,17295819779,0,741438663,0,13578988994,0,12772971436,0,35079298277,0,2981871137,0,27641930947,0,420099498,0,6549313528,0,2513916833,0,30191736006,0,26849546002,0,1109032939,0,57946503,0,160186839,0,195261751,0,62884653,0,159278587,0,95954282,0,26234464,0,122757253,0,1352652732,0,28356590109,0,17140894131,0,478733557,0,2883060721,0,194325770,0,145330983,0,494661004,0,563942799,0,711362644,0,16674328,0,208631850,0,729907620,0,26909519,0,284505883,0,159580481,0,364305331,0,33933968,0,49344301,0,3799807513,0,1835145897,0,151655868,0,1928855261,0,2329359354,0,400504093,0,380943325,0,621783141,0,210951516,0,20296701,0,1258482675,0,441849495,0,437372463,0,4197924,0,118279104,0,27750632,0,2018169,0,293357284,0,1058532720,0,10698002
2013,1,11,13,2,,2,,2,,2,,2,,2,,0,0,0,0,2,,0,0,0,0,2,,2,,2,,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,0,0,2,,0,0,2,,2,,2,,0,0,2,,2,,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,0,0,0,0,2,,2,,2,,0,0,2,,0,0,2,,0,0,2,,0,0,0,0,0,0,0,0
2013,1,11,12,0,12,0,14963647,0,916074,0,2362821,0,18178,0,2047048,0,0,0,0,0,930887,0,0,0,0,0,1778280,0,6978461,0,3356369,0,3907,0,3907,0,1208735,0,960263,0,91377,0,1247002,0,14963647,0,2584343,0,1302312,0,1146072,0,0,0,3067184,0,1123998,0,5739739,0,1039689,0,4004453,0,0,0,878246,0,182649,0,17855532,0,17024446,0,10506,0,1534,0,138890,0,17794,0,0,0,358247,0,74612,0,1048,0,13808,0,214646,0,16673168,0,13694428,0,73652,0,346361,0,41279,0,5029,0,130241,0,237425,0,332211,0,18418,0,103094,0,447414,0,1446,0,57323,0,95690,0,66777,0,47328,0,32294,0,942759,0,1182364,0,105173,0,1286003,0,1384793,0,98790,0,191879,0,821883,0,821150,0,734,0,349117,0,128983,0,122905,0,6076,4,,0,9916,0,0,0,119067,0,111209,0,0
2013,1,11,11,0,29,0,10645858,0,842104,0,1389670,0,24346,0,1922143,0,50,0,0,0,555040,0,36156,0,373,0,1419235,0,5625839,0,2990552,0,749186,0,146088,0,902949,0,187857,0,46165,0,222410,0,10645858,0,590690,0,1189397,0,566899,0,21225,0,1995372,0,478579,0,5803696,0,41555,0,1183420,0,417,0,4629273,0,50969,0,13068438,0,12450061,0,6112,0,476,0,47117,0,44864,0,226,0,286984,0,12394,0,2481,0,8,0,217716,0,12353100,0,8487838,0,70681,0,539155,0,77083,0,5435,0,125123,0,170320,0,115644,0,5270,0,99261,0,352588,0,20600,0,48830,0,23130,0,85791,0,32278,0,1986,0,2092088,0,715338,0,3161,0,718023,0,841603,0,123580,0,106648,0,1859,0,0,0,1859,0,622843,0,217795,0,217795,0,0,0,625,0,3195,0,0,0,213976,0,141430,0,0
2013,1,11,10,0,81,0,13674379,0,630431,0,2288414,0,10915,0,2925009,0,141111,0,15619,0,542803,0,138544,0,15265,0,1346829,0,7825793,0,4023481,0,10857,0,4141,0,1288992,0,390907,0,67771,0,220112,0,13674379,0,2101704,0,1365725,0,1052560,0,198561,0,2712195,0,-420522,0,6664156,0,577518,0,1873346,0,12687,0,4250639,0,50035,0,16215556,0,15880298,0,14571,0,6642,0,40012,0,833,0,1911,0,8512,0,19351,0,3032,0,1143,0,239249,0,16033654,0,11534950,0,115917,0,780382,0,108962,0,6890,0,156285,0,188230,0,146418,0,5452,0,47014,0,512397,0,22301,0,23693,0,19329,0,149880,0,16860,0,8596,0,2190098,0,181902,0,0,0,175259,0,461063,0,285804,0,54006,0,27691,0,25464,0,2227,0,220643,0,76474,0,76038,0,436,0,74,0,3729,0,538,0,72134,0,49010,0,0
2013,1,11,9,0,147,0,10559493,0,747120,0,1449399,0,12035,0,1644727,0,12469,0,0,0,700787,0,82456,0,31382,0,1602868,0,5139792,0,2923671,0,452426,0,120997,0,1017912,0,267694,0,41821,0,508984,0,10559493,0,868885,0,1032030,0,759172,0,366022,0,2324701,0,281536,0,4927147,0,300586,0,2987128,0,20076,0,1688607,0,69250,0,10825947,0,10361609,0,15977,0,2088,0,24087,0,20401,0,585,0,10842,0,41849,0,1173,0,349,0,346989,0,10610497,0,7466211,0,86324,0,603419,0,94127,0,8226,0,149294,0,130194,0,124615,0,1489,0,42746,0,282430,0,8964,0,22637,0,15255,0,61887,0,9188,0,21051,0,1482440,0,215450,0,0,0,213363,0,522697,0,309334,0,226663,0,32696,0,31856,0,840,0,129575,0,45018,0,44397,0,621,0,62,0,633,0,106,0,44217,0,11686,0,0
2013,1,11,8,0,302,0,10406065,0,724032,0,1639997,0,13474,0,1561469,1,7,1,103891,0,506937,0,213341,1,125650,0,1298065,0,5693321,0,3310308,0,439209,1,42054,0,1216272,0,56921,0,23844,0,216634,0,10406065,0,954087,0,1168345,0,676770,0,657555,0,2551436,0,192091,0,4205781,0,575663,0,1274891,0,0,0,2458162,0,102935,0,10226002,0,9706213,0,7687,0,7737,0,20852,1,7316,1,3128,0,13600,0,21014,1,2851,1,2662,0,432941,0,10183827,0,6496082,0,87179,0,873603,0,120326,0,10833,0,198323,0,160031,0,129369,0,622,0,7649,0,349462,1,7207,0,24567,0,21381,0,69354,0,6253,0,2730,0,1618855,0,42175,1,5439,0,39878,0,420751,0,380873,0,70369,0,22524,1,20996,1,1528,0,92763,0,31863,0,31514,1,343,1,1873,1,1906,1,616,0,27468,0,9804,0,0
2013,1,11,7,0,911,0,14035230,0,1058808,0,1365854,0,11398,0,2191733,0,269,0,0,0,966355,0,337585,0,51732,0,1833532,0,8668809,0,5599115,0,237047,0,50163,0,2443700,0,140063,0,33710,0,434131,0,14035230,0,1042615,0,2073005,0,763746,0,1574525,0,3416948,0,339053,0,4825337,0,461569,0,3299666,1,15697,0,1438062,0,389657,0,17596828,0,15874451,0,11700,0,1585,0,41177,1,4164,1,1799,0,151562,0,53559,0,11194,1,291,0,1445346,0,17241971,0,9666690,0,195575,0,1402563,0,276462,0,14149,0,441628,0,292348,0,203875,0,3128,0,13016,0,637362,1,1286,0,28020,0,25508,0,139606,0,18186,0,2884,0,3879684,0,354857,1,31,0,353303,0,776936,0,423633,0,171518,0,95489,0,87705,0,7783,0,180265,0,61711,0,60861,0,850,1,31,1,907,1,401,0,60373,0,119218,0,0
