YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,RTND_ERNGS_APPR_IND,RTND_ERNGS_APPR,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,INTRST_IND,INTRST,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,COMP_GRS_RNTS_IND,COMP_GRS_RNTS,GRS_RYLTS_IND,GRS_RYLTS,D_NET_STCG_IND,D_NET_STCG,D_NET_LTCG_TOT_IND,D_NET_LTCG_TOT,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_DIV_DOM_CORP_IND,COMP_DIV_DOM_CORP,COMP_DIV_FRN_CORP_IND,COMP_DIV_FRN_CORP,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,CNTRBTNS_IND,CNTRBTNS,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,DP_PROD_ACTVTY_DED_IND,DP_PROD_ACTVTY_DED,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,COMP_TXBL_INCM_RFC_IND,COMP_TXBL_INCM_RFC,NET_INCM_IND,NET_INCM,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,NET_INCM_S_IND,NET_INCM_S,COMP_TOT_STAT_SPCL_DED_IND,COMP_TOT_STAT_SPCL_DED,NOLD_IND,NOLD,COMP_DIV_RCVD_DED_IND,COMP_DIV_RCVD_DED,COMP_INCM_SBJ_TX_TOT_IND,COMP_INCM_SBJ_TX_TOT,COMP_TX_BFR_CRS_IND,COMP_TX_BFR_CRS,INCM_TX_IND,INCM_TX,ALT_MIN_TX_IND,ALT_MIN_TX,FRN_TX_CR_IND,FRN_TX_CR,GEN_BUS_CR_IND,GEN_BUS_CR,MIN_TX_CR_IND,MIN_TX_CR,COMP_TX_AFTR_CRS_IND,COMP_TX_AFTR_CRS,(cash_dist + prpty_dist)_IND,(cash_dist + prpty_dist),STCK_DIST_IND,STCK_DIST
2013,1,1,13,0,3266,0,71707048968,0,3627515766,0,10291853654,0,164446193,0,801538910,0,2541780711,0,1344628283,0,4751448230,0,197514531,0,7121186706,0,28906842495,0,7020591791,0,3060686312,0,780245900,0,341839619,0,302281603,0,4053299570,0,707288697,0,4240581640,0,71707048968,0,3932780145,0,2971681493,0,14589954648,0,255337372,0,11218453106,0,11730744104,0,27008098101,0,1837229943,0,20719517148,0,358764234,0,6254047094,0,2161460319,0,15534605094,0,12991918975,0,955127810,0,36052684,0,113598617,0,168211081,0,33454776,0,96718071,0,61332258,0,22439335,0,95298195,0,960453292,0,14349396921,0,8578291503,0,53235495,0,1280849399,0,100495392,0,101786704,0,157569835,0,261608088,0,509723209,0,13361615,0,140713740,0,464484045,0,20755861,0,154099561,0,95972902,0,183892704,0,25913855,0,26734427,0,2132109470,0,1185208174,0,136217054,0,1285372544,0,1394901218,0,109528674,0,9688624,0,427318458,0,140362799,0,17368068,0,957085142,0,338238551,0,334813517,0,3318012,0,107115260,0,24455481,0,1460729,0,204807992,0,807548604,0,9291226
2013,1,1,12,0,7312,0,8573686007,0,362426654,0,978477795,0,23335481,0,264643165,0,267379322,0,356031574,0,285270102,0,11658158,0,247662500,0,4015899103,0,1266252002,0,589895967,0,93538975,0,35002779,0,83512392,0,835501573,0,141382140,0,295049056,0,8573686007,0,425376171,0,195959844,0,1320792953,0,55548151,0,1118026284,0,559097805,0,4898884799,0,523984977,0,4123824589,0,37392380,0,426899267,0,213216415,0,3437261846,0,3117697221,0,82488041,0,13801530,0,22680255,0,16139298,0,20110080,0,17978125,0,10337744,0,1209429,0,8094669,0,126725453,0,3223998773,0,2022345200,0,22318291,0,346495082,0,20166813,0,14166238,0,55282731,0,64905741,0,81298800,0,1570008,0,31926475,0,84643873,0,3291322,0,34830555,0,16602471,0,51514284,0,4466743,0,7530600,0,344194590,0,213263073,0,8901303,0,208362846,0,254330642,0,45967797,0,19644709,0,102027817,0,21935703,0,967183,0,133541402,0,47087042,0,46647682,0,400523,0,5459358,0,1993210,0,293413,0,39321204,0,137237963,0,460149
2013,1,1,11,0,5580,0,2005350425,0,120444149,0,353700909,0,8145601,0,85614786,0,70731064,0,82457402,0,87890249,0,3997110,0,76160815,0,738327413,0,336777889,0,166048158,0,16281655,0,8225438,0,22170895,0,159195037,0,30385872,0,64406121,0,2005350425,0,108443761,0,62863955,0,465215814,0,19769118,0,230522721,0,117510504,0,1001024553,0,124778950,0,898021305,0,7102862,0,-6118491,0,22760072,0,976660669,0,895852568,0,20772014,0,3406510,0,5354288,0,3240454,0,3736498,0,3844639,0,3299088,0,543598,0,1216426,0,35394586,0,932070726,0,585123456,0,8902900,0,99311776,0,5550391,0,3890556,0,17339785,0,16909723,0,20632054,0,364645,0,8250166,0,23367725,0,555069,0,9876111,0,3878152,0,13439575,0,958396,0,1592503,0,108840754,0,44589944,0,987217,0,42170650,0,61285950,0,19115300,0,11310900,0,19491790,0,5586742,0,424450,0,29331977,0,10282727,0,10187146,0,88129,0,801312,0,354560,0,82890,0,9039943,0,22916149,0,344300
2013,1,1,10,0,10344,0,1651799161,0,127294191,0,331479542,0,7589828,0,104222123,0,53877722,0,58943082,0,78057598,0,4440412,0,48098222,0,489097067,0,366987314,0,189423336,0,12482118,0,5827584,0,25108745,0,130895036,0,28523577,0,52180312,0,1651799161,0,113635644,0,68792170,0,397624890,0,23352753,0,208210153,0,99258994,0,740924557,0,105996470,0,646193736,0,3901366,0,4097512,0,19264527,0,1174473555,0,1106807438,0,13422094,0,2422569,0,4659654,0,2108221,0,2342816,0,5501591,0,2615952,0,406754,0,685772,0,33500694,0,1135421982,0,753234359,0,11831500,0,117232047,0,5981726,0,3726377,0,20918813,0,19258899,0,16428217,0,261507,0,7168568,0,25316152,0,739143,0,10423548,0,4270445,0,14682082,0,772019,0,2106463,0,119238154,0,39051573,0,710667,0,37339670,0,63312126,0,25972456,0,20805319,0,15158492,0,5941022,0,298845,0,25249527,0,8846610,0,8741251,0,85717,0,427121,0,288711,0,68197,0,8047099,0,22507765,0,170142
2013,1,1,9,0,11674,0,827951675,0,80861435,0,155108281,0,4930918,0,82355962,0,15840273,0,16439571,0,56509074,0,4227194,0,14265380,0,192924080,0,248223594,0,133442355,0,8013340,0,3778259,0,18132312,0,63104527,0,14828764,0,28926949,0,827951675,0,73192092,0,55837183,0,145054325,0,20294375,0,121221362,0,56814805,0,355537534,0,64865096,0,304377038,0,2180861,0,-5021816,0,10863646,0,878208035,0,845863428,0,3905546,0,757285,0,2717715,0,1078552,0,816020,0,3168160,0,1858835,0,279318,0,359845,0,17403331,0,853601003,0,592099137,0,9958218,0,82033468,0,4100257,0,1926805,0,13891342,0,15876162,0,9103283,0,151837,0,3641147,0,17251751,0,325119,0,7470181,0,2794521,0,10748197,0,385453,0,1625195,0,79696960,0,24607032,0,354998,0,24204745,0,42490817,0,18286072,0,18928882,0,7107269,0,3891077,0,209833,0,14510457,0,5040539,0,4982986,0,53346,0,225800,0,124161,0,24260,0,4665954,0,9892735,0,63728
2013,1,1,8,0,19031,0,667498267,0,74820743,0,122318993,0,3655139,0,92917372,0,4480117,0,5658200,0,54280946,0,5371678,0,6952954,0,129146556,0,235542612,0,132410677,0,4083863,0,1577226,0,17315140,0,40525184,0,11416591,0,23143544,0,667498267,0,73220626,0,64296233,0,88598024,0,21706359,0,102477338,0,79669800,0,237529887,0,61383783,0,233401782,0,1471958,0,-46662862,0,12064774,0,937233411,0,907709508,0,2080389,0,384654,0,1620023,0,374649,0,515993,0,2478797,0,1636159,0,197567,0,375799,0,19859873,0,911182599,0,645536392,0,13237571,0,89028326,0,4314020,0,2144485,0,15256212,0,15237921,0,7287356,0,136185,0,2636237,0,15869962,0,243097,0,7562980,0,2892481,0,10414416,0,346057,0,1165147,0,77579489,0,26050812,0,211025,0,25877183,0,44606963,0,18729780,0,23740770,0,5221897,0,3212740,0,140837,0,12133170,0,4201395,0,4144097,0,53157,0,140975,0,118465,0,21780,0,3917716,0,6711444,0,73105
2013,1,1,7,0,48639,0,754754989,0,98360172,0,153276509,0,4121148,0,129314161,0,2206284,0,2656176,0,57620653,0,8511563,0,4336837,0,112592589,0,304235458,0,181831257,0,3191348,0,1378705,0,24602678,0,34085184,0,11714452,0,18810940,0,754754989,0,93245149,0,92307669,0,80505861,0,34405944,0,121475531,0,43459887,0,289354948,0,67570809,0,211692840,0,1617148,0,22817229,0,14343078,0,1363521280,0,1323901607,0,1774750,0,306625,0,1485449,0,584600,0,462216,0,5102606,0,2303204,0,230859,0,123706,0,27245658,0,1325025397,0,957001713,0,23224710,0,122317806,0,6047369,0,4179764,0,23493044,0,22782620,0,8653265,0,149474,0,2599263,0,18617774,0,228045,0,10422279,0,3927996,0,15515387,0,331835,0,2011337,0,103355458,0,38495883,0,129362,0,38318620,0,62756370,0,24437750,0,37614108,0,6990639,0,3596623,0,183816,0,12949051,0,4454065,0,4405015,0,45972,0,93710,0,107196,0,17450,0,4235701,0,8716457,0,50244
2013,1,1,6,0,70737,0,497392099,0,73765488,0,102039910,0,1698544,0,85672301,0,767215,0,1288263,0,33539354,0,8135942,0,3493262,0,55540541,0,239428817,0,148741947,0,1235551,0,539943,0,20566943,0,18206280,0,7759289,0,12451955,0,497392099,0,67579467,0,54200500,0,49407246,0,35531743,0,93829654,0,24546887,0,172296603,0,42917137,0,114425318,0,988903,0,24842056,0,10876811,0,967158527,0,946234999,0,983401,0,182419,0,853946,0,619159,0,156604,0,1656739,0,1405221,0,115060,0,67038,0,14883941,0,940004117,0,642789487,0,24043092,0,96930832,0,5395127,0,2099890,0,20378957,0,18027600,0,6370527,0,109791,0,1288285,0,12959550,0,85190,0,7163076,0,2996299,0,11357430,0,179994,0,810416,0,86982305,0,27154410,0,62414,0,27034405,0,45756229,0,18721824,0,30223627,0,2510332,0,2160529,0,82419,0,7736898,0,2611039,0,2583900,0,27579,0,32836,0,61078,0,13842,0,2502470,0,3342763,0,100479
2013,1,1,5,0,415997,0,881341198,0,144642614,0,157189489,0,3003368,0,118832898,0,391468,0,1057768,0,63314260,0,22148187,0,7726306,0,83545099,0,537399418,0,350170962,0,2293182,0,1032876,0,55839554,0,38151160,0,17269969,0,20286971,0,881341198,0,111506763,0,66093640,0,86296967,0,95703875,0,204893880,0,35229397,0,281616676,0,74027643,0,205525543,0,3529589,0,22030281,0,23496380,0,1835320490,0,1792890798,0,1180930,0,185304,0,1418701,0,323609,0,161434,0,2776987,0,2984899,0,341822,0,35281,0,33020726,0,1776078026,0,1090887986,0,70070693,0,218625633,0,13606759,0,3924822,0,46760562,0,44390238,0,11851559,0,181538,0,2627741,0,25271213,0,214985,0,13738082,0,7270706,0,20817534,0,246265,0,1114538,0,204459360,0,59242464,0,22976,0,59080137,0,92559532,0,33479395,0,62526600,0,5625689,0,4965997,0,263564,0,11476405,0,3513758,0,3484715,0,25024,0,24741,0,103767,0,9434,0,3375866,0,4005631,0,74420
2013,1,1,4,0,374436,0,264062822,0,52866036,0,33300182,0,561199,0,32446916,0,116402,0,119951,0,15672917,0,12481652,0,2065586,0,17613229,0,208153566,0,145430361,0,296249,0,124242,0,18318833,0,18105653,0,8493698,0,7115150,0,264062822,0,27030805,0,17874842,0,23749333,0,50091910,0,68311464,0,9252693,0,67751775,0,22775718,0,57552467,0,1455774,0,-3842255,0,10189928,0,665161927,0,651052219,0,266335,0,27676,0,492167,0,75474,0,31103,0,1816407,0,1390438,0,87263,0,28587,0,9894257,0,638633386,0,342451068,0,39524617,0,85385127,0,6487334,0,1098635,0,22268837,0,17230484,0,4163417,0,77053,0,1214579,0,9632165,0,33589,0,5682348,0,3046233,0,6759886,0,48535,0,455729,0,93072579,0,26528541,1,5789,0,26506655,0,39415119,0,12908465,0,26259658,0,2542886,0,2319750,0,66084,0,4099716,0,1073323,0,1068111,0,6430,0,6102,0,31681,0,793,0,1034747,0,1052677,1,11352
